movieid,Gross,USD,Title,Year,Genre,Budget,Gross Revenue,Additional Data,Copyright,Currency,Unnamed: 6,Profit / Loss,% Profit / Loss 
2181096,"GR: USD 17,988,509 (USA) (15 November 1981)",17988509,Mommie Dearest (1981),1981,Biography,5000000,17988509,,Copyright 1981 Paramount Pictures Corporation,USD,,12988509,259.77018
2181898,"GR: USD 41,067,398 (USA) (14 December 1997)",41067398,Money Talks (1997),1997,Action,25000000,41067398,"48,668 (Germany) (19 July 1998) (opening weekend) | 18,453 (Netherlands) (31 December 1998)",,USD,,16067398,64.269592
2182564,"GR: USD 64,636 (USA) (30 June 2013)",64636,Monsieur Verdoux (1947),1947,Comedy,2000000,64636,,"Copyright MCMXLVII by The Chaplin Studio, Inc. (on print); Chaplin Studios, Inc.; 24 October 1947; LP1256 (in copyright registry)",USD,,-1935364,-96.7682
2183675,"GR: USD 7,108,344 (USA) (1 July 1979)",7108344,Moonraker (1979),1979,Action,34000000,7108344,"24,900,000 (USA) | 649,898 (Sweden)",Danjaq S.A.,USD,,-26891656,-79.09310588
2184999,"GR: USD 70,445,672 (USA) (15 January 1996)",70445672,Mortal Kombat (1995),1995,Action,18000000,70445672,"920,000 (France) (28 November 1995) | 616,108 (Spain) (31 December 1998)","© MCMXCV NEW LINE PRODUCTIONS, INC. (on print)",USD,,52445672,291.3648444
2185015,"GR: USD 35,927,406 (USA) (8 February 1998)",35927406,Mortal Kombat: Annihilation (1997),1997,Action,30000000,35927406,"27,621 (Netherlands) (31 December 1998)",,USD,,5927406,19.75802
2185767,"GR: USD 392,362 (USA) (15 December 1996)",392362,Mother Night (1996),1996,Drama,6000000,392362,,"New Line Productions, Inc., 1996",USD,,-5607638,-93.46063333
2186706,"GR: USD 61,834,214 (USA) (10 May 1998)",61834214,Mousehunt (1997),1997,Comedy,38000000,61834214,"1,855,633 (Germany) (1 June 1998) | 1,770,412 (Germany) (18 May 1998) | 1,694,001 (Germany) (4 May 1998) | 1,559,453 (Germany) (27 April 1998) | 625,637 (Germany) (6 April 1998) | 253,206 (Germany) (30 March 1998) | 210,651 (Netherlands) (31 December 1999) | 210,630 (Netherlands) (31 December 1998) | 126,517 (Switzerland)",,USD,,23834214,62.72161579
2188028,"GR: USD 21,382,456 (USA) (12 April 1998)",21382456,Mr. Magoo (1997),1997,Adventure,30000000,21382456,"873,958 (Germany) (21 June 1998) | 846,666 (Germany) (15 June 1998) | 708,460 (Germany) (1 June 1998) | 561,283 (Germany) (25 May 1998) | 332,891 (Germany) (18 May 1998) | 167,679 (Germany) (11 May 1998) (opening week) | 86,467 (Netherlands) (31 December 1998)","Copyright © MCMXCVII Disney Enterprises, Inc. All Rights Reserved. (on print)",USD,,-8617544,-28.72514667
2188978,"GR: USD 22,551,000 (USA)",22551000,Much Ado About Nothing (1993),1993,Comedy,8000000,22551000,"206,837 (Sweden)",,USD,,14551000,181.8875
2189533,"GR: USD 7,179,298 (USA)",7179298,Mujeres al borde de un ataque de nervios (1988),1988,Comedy,700000,7179298,"985,376 (Argentina) | 603,934 (France) | 3,343,880 (Spain) | 90,057 (Sweden) | 257,287 (West Germany) (1989)",© 1988 El Deso S.A.,USD,,6479298,925.614
2189721,"GR: USD 120,618,403 (USA) (6 December 1998)",120618403,Mulan (1998),1998,Adventure,70000000,120618403,"459,009 (Brazil) (9 July 1998) (opening week) (211 screens) | 4,119,353 (Germany) (7 February 1999) | 4,053,825 (Germany) (31 January 1999) | 3,981,781 (Germany) (24 January 1999) | 3,727,084 (Germany) (10 January 1999) | 3,436,576 (Germany) (3 January 1999) | 2,638,720 (Germany) (20 December 1998) | 2,211,871 (Germany) (13 December 1998) | 1,455,157 (Germany) (6 December 1998) | 535,816 (Germany) (22 November 1998) (opening week) | 539,999 (Netherlands) (31 December 1999) | 324,069 (Netherlands) (31 December 1998) | 820,000 (Sweden) (17 November 1999) | 479,068 (Sweden) (31 December 1998) | 127,308 (Sweden) (15 November 1998)","Disney Enterprises, Inc.",USD,,50618403,72.31200429
2189969,"GR: USD 20,101,861 (USA) (22 September 1996)",20101861,Multiplicity (1996),1996,Comedy,45000000,20101861,"293,249 (France) (1 October 1996) | 96,393 (Germany) (3 November 1996) | 13,847 (Netherlands) (31 December 1997) | 13,827 (Netherlands) (1 January 1997) | 41,971 (Portugal) (21 November 1996) | 34,362 (Portugal) (14 November 1996) | 23,650 (Portugal) (7 November 1996) | 453,642 (Spain)",,USD,,-24898139,-55.32919778
2190062,"GR: USD 4,554,569 (USA) (28 November 1999)",4554569,Mumford (1999),1999,Comedy,28000000,4554569,,Copyright © MCMXCIX Touchstone Pictures All Rights Reserved. (on print),USD,,-23445431,-83.73368214
2190371,"GR: USD 16,290,976 (USA) (12 September 1999)",16290976,Muppets from Space (1999),1999,Adventure,24000000,16290976,,,USD,,-7709024,-32.12093333
2190900,"GR: USD 15,185,594 (USA)",15185594,Muriel's Wedding (1994),1994,Comedy,3000000,15185594,"819,352 (Argentina) | 275,424 (France) (29 November 1994) | 100,477 (Sweden)",,USD,,12185594,406.1864667
2190982,"GR: USD 940,325 (USA) (26 January 1986)",940325,Murphy's Romance (1985),1985,Comedy,13000000,940325,,"Columbia Pictures Industries, Inc.",USD,,-12059675,-92.76673077
2191428,"GR: USD 14,849,583 (USA) (16 January 2000)",14849583,Music of the Heart (1999),1999,Drama,27000000,14849583,"9,913 (Netherlands) (31 December 2001) | 9,795 (Netherlands) (31 December 2000)",,USD,,-12150417,-45.00154444
2191929,"GR: USD 1,204,430 (USA)",1204430,Mute Witness (1994),1994,Horror,2000000,1204430,"350,820 (Argentina)",,USD,,-795570,-39.7785
2192642,"GR: USD 126,805,112 (USA) (11 January 1998)",126805112,My Best Friend's Wedding (1997),1997,Comedy,46000000,126805112,"1,615,886 (France) (28 October 1997) | 558,871 (France) (opening week) | 3,582,468 (Germany) (29 March 1998) | 3,580,692 (Germany) (22 March 1998) | 3,571,408 (Germany) (8 March 1998) | 3,546,548 (Germany) (22 February 1998) | 3,488,116 (Germany) (8 February 1998) | 3,424,851 (Germany) (2 February 1998) | 3,326,996 (Germany) (26 January 1998) | 3,161,494 (Germany) (19 January 1998) | 2,933,364 (Germany) (12 January 1998) | 2,593,972 (Germany) (5 January 1998) | 2,064,587 (Germany) (29 December 1997) | 1,517,457 (Germany) (22 December 1997) | 1,029,711 (Germany) (15 December 1997) | 423,710 (Germany) (8 December 1997) (opening week) | 453,254 (Netherlands) (31 December 1998) | 439,325 (Netherlands) (1 January 1998) | 165,245 (Portugal) (30 October 1997) | 108,825 (Portugal) (23 October 1997) | 66,155 (Portugal) (16 October 1997) (opening week) | 2,412,161 (Spain)","TriStar Pictures, Inc., 1997",USD,,80805112,175.663287
2193169,"GR: USD 34,099,640 (USA) (4 July 2000)",34099640,My Dog Skip (2000),2000,Drama,5000000,34099640,,,USD,,29099640,581.9928
2193264,"GR: USD 72,000,000 (USA)",72000000,My Fair Lady (1964),1964,Drama,17000000,72000000,"811,000 (Sweden)",Warner Bros. Pictures Inc.; 23 April 1964; LP33509 (in copyright registry),USD,,55000000,323.5294118
2193388,"GR: USD 36,830,057 (USA) (18 July 1999)",36830057,My Favorite Martian (1999),1999,Comedy,60000000,36830057,"384,233 (Germany) (27 June 1999) | 315,323 (Germany) (13 June 1999) | 268,920 (Germany) (6 June 1999) | 178,026 (Germany) (30 May 1999)",,USD,,-23169943,-38.61657167
2193422,"GR: USD 22,294,341 (USA) (16 March 1997)",22294341,My Fellow Americans (1996),1996,Adventure,21500000,22294341,,,USD,,794341,3.694609302
2194791,"GR: USD 6,258,980 (USA) (22 March 1992)",6258980,My Own Private Idaho (1991),1991,Drama,2500000,6258980,,New Line Cinema,USD,,3758980,150.3592
2196039,"GR: USD 29,655,590 (USA) (3 October 1999)",29655590,Mystery Men (1999),1999,Action,65000000,29655590,,Copyright ©1999 Universal Studios. All Rights Reserved. (on print),USD,,-35344410,-54.37601538
2196068,"GR: USD 1,541,518 (USA) (1990)",1541518,Mystery Train (1989),1989,Comedy,2800000,1541518,,,USD,,-1258482,-44.94578571
2196132,"GR: USD 8,888,143 (USA) (26 December 1999)",8888143,"Mystery, Alaska (1999)",1999,Comedy,28000000,8888143,,Copyright ©MCMXCVIX Hollywood Pictures Company All Rights Reserved (on print),USD,,-19111857,-68.25663214
2199194,"GR: USD 5,669,831 (USA)",5669831,Nadine (1987),1987,Comedy,12000000,5669831,,,USD,,-6330169,-52.75140833
2199218,"GR: USD 446,934 (USA)",446934,Nadja (1994),1994,Drama,1000000,446934,,,USD,,-553066,-55.3066
2199969,"GR: USD 51,109,400 (USA)",51109400,Naked Gun 33 1/3: The Final Insult (1994),1994,Action,30000000,51109400,"261,063 (Finland) | 3,263,924 (Germany) (31 December 1994) | 260,613 (Sweden)",,USD,,21109400,70.36466667
2201727,"GR: USD 9,984,123 (USA)",9984123,Nashville (1975),1975,Drama,2200000,9984123,,"Copyright ©MCMLXXV American Broadcasting Company, Inc.",USD,,7784123,353.8237727
2202537,"GR: USD 1,293,918 (USA) (1 March 1987)",1293918,Native Son (1986),1986,Drama,2000000,1293918,,,USD,,-706082,-35.3041
2202732,"GR: USD 50,282,766 (USA)",50282766,Natural Born Killers (1994),1994,Crime,34000000,50282766,"659,016 (Germany) (31 December 1994) | 119,525 (Sweden)",,USD,,16282766,47.89048824
2202880,"GR: USD 10,508 (USA) (17 October 1999)",10508,Naturally Native (1998),1998,Drama,700000,10508,,,USD,,-689492,-98.49885714
2206242,"GR: USD 23,689,877 (USA) (1977)",23689877,Network (1976),1976,Drama,3800000,23689877,"84,026 (Hungary)","© Renewed 2004 by Turner Entertainment Company, a Time Warner Company & Metro-Goldwyn-Mayer Studios, Inc.",USD,,19889877,523.4178158
2206516,"GR: USD 55,469,238 (USA) (29 August 1999)",55469238,Never Been Kissed (1999),1999,Comedy,25000000,55469238,"35,779 (Netherlands) (31 December 1999) | 393,656 (Spain) (30 June 2001)",,USD,,30469238,121.876952
2207203,"GR: USD 3,565,508 (USA)",3565508,New Jersey Drive (1995),1995,Crime,5000000,3565508,,,USD,,-1434492,-28.68984
2207291,"GR: USD 17,400,601 (USA) (11 December 1994)",17400601,New Nightmare (1994),1994,Horror,8000000,17400601,,,USD,,9400601,117.5075125
2208048,"GR: USD 57,176,582 (USA) (14 May 2000)",57176582,Next Friday (2000),2000,Comedy,9500000,57176582,,,USD,,47676582,501.8587579
2208084,"GR: USD 3,386,698 (USA) (15 November 1998)",3386698,Next Stop Wonderland (1998),1998,Comedy,1000000,3386698,"2,523 (Netherlands) (31 December 1999)",,USD,,2386698,238.6698
2210196,"GR: USD 12,000,000 (USA) (January 2000)",12000000,Night of the Living Dead (1968),1968,Horror,114000,12000000,,Public domain (16mm print),USD,,11886000,10426.31579
2210356,"GR: USD 2,525,360 (USA) (12 April 1981)",2525360,Nighthawks (1981),1981,Action,5000000,2525360,"401,148 (France) (1981) | 401,148 (France) | 611,451 (Spain) | 386,139 (West Germany) (1981)","COPYRIGHT ©MCMLXXXI by UNIVERSAL CITY STUDIOS, INC.",USD,,-2474640,-49.4928
2211282,"GR: USD 5,317,870 (USA) (11 May 1986)",5317870,Nine 1/2 Weeks (1986),1986,Drama,17000000,5317870,"1,579,860 (Germany) | 118,795 (Sweden)",1986 Producers Sales Organization,USD,,-11682130,-68.71841176
2211751,"GR: USD 1,187,000 (USA)",1187000,Ninotchka (1939),1939,Comedy,1365000,1187000,,Copyright MCMXXXIX in U.S.A. by Loew's Incorporated (on print); © Loew's Incorporated; U.S. Copyright LP9158; 2 October 1939 (in copyright registry),USD,,-178000,-13.04029304
2212209,"GR: USD 13,560,960 (USA)",13560960,Nixon (1995),1995,Biography,50000000,13560960,"150,640 (Germany) | 33,603 (Netherlands) (1 January 1997)",Copyright © 1995 Cinergi Pictures Entertainment Inc. and Cinergi Productions N.V. Inc. All Rights Reserved (on print),USD,,-36439040,-72.87808
2212660,"GR: USD 15,340,000 (USA)",15340000,No Escape (1994),1994,Action,20000000,15340000,"660,501 (Germany)",Allied Filmmakers N.V.,USD,,-4660000,-23.3
2212954,"GR: USD 143,273 (USA) (12 April 1998)",143273,No Looking Back (1998),1998,Comedy,6000000,143273,,,USD,,-5856727,-97.61211667
2213866,"GR: USD 35,509,515 (USA)",35509515,No Way Out (1987),1987,Action,15000000,35509515,"212,796 (Sweden)",1987 Orion Pictures Corporation,USD,,20509515,136.7301
2217888,"GR: USD 116,006,080 (USA) (3 October 1999)",116006080,Notting Hill (1999),1999,Comedy,42000000,116006080,"22,852,299 (USA) (31 December 1999) | 7,419,281 (UK) (31 December 1999) | 52,244 (France) (18 August 1999) (opening day) | 4,501,631 (France) | 5,407,003 (Germany) (31 December 2000) | 1,931,959 (Germany) (18 July 1999) | 1,289,306 (Germany) (11 July 1999) | 484,053 (Germany) (4 July 1999) (opening week) | 2,444,363 (Italy) (31 December 1999) | 1,068,921 (Netherlands) (31 December 2000) | 1,059,638 (Netherlands) (31 December 1999) | 3,372,619 (Spain) | 893,212 (Sweden) (30 December 1999) | 851,358 (Sweden) (28 October 1999) | 779,426 (Sweden) (30 September 1999) | 604,498 (Sweden) (26 August 1999) | 391,802 (Sweden) (29 July 1999) | 692,582 (Switzerland) (31 December 2000)",© Polygram Filmed Entertainment 1999,USD,,74006080,176.2049524
2219779,"GR: USD 25,167,270 (USA) (17 December 2000)",25167270,Nurse Betty (2000),2000,Comedy,24000000,25167270,"40,025 (Netherlands) (31 December 2001) | 34,500 (Netherlands) (31 December 2000)","IMF Internationale Medien und Film GmbH & Co. Produktions KG, 1999 (on print)",USD,,1167270,4.863625
2219992,"GR: USD 123,307,945 (USA) (1 January 2001)",123307945,Nutty Professor II: The Klumps (2000),2000,Comedy,65000000,123307945,"431,903 (Netherlands) (31 December 2000) | 623,231 (Spain) (10 August 2002) | 613,207 (Spain) (25 June 2001)",(2000) Universal Studios,USD,,58307945,89.70453077
2226103,"GR: USD 10,824,921 (USA) (9 May 1999)",10824921,Office Space (1999),1999,Comedy,10000000,10824921,"32,727 (Germany) (13 June 1999) (opening week) | 4,767 (Netherlands) (31 December 1999) | 143,432 (Spain) (30 June 2001)",1999 Twentieth Century Fox Film Corporation (on print),USD,,824921,8.24921
2228754,"GR: USD 16,800,000 (USA)",16800000,Oliver! (1968),1968,Crime,10000000,16800000,,Copyright © MCMLXXVIII by Warwick Film Productions Limited (on print); Warwick Film Productions Limited; 1 December 1968; LP36464 (in copyright registry),USD,,6800000,68
2229656,"GR: USD 22,774,493 (USA) (1970)",22774493,On Her Majesty's Secret Service (1969),1969,Action,7000000,22774493,"764,000 (Sweden)",ON HER MAJESTY'S SECRET SERVICE Copyright © 1969 Danjaq S.A.,USD,,15774493,225.3499
2231247,"GR: USD 5,321,508 (USA)",5321508,Once Upon a Time in America (1984),1984,Crime,30000000,5321508,"14,972 (France) (2011) | 1,244,664 (France) (1984) | 77,300,000 (Soviet Union) (1990) | 106,418 (Sweden) | 2,319,953 (West Germany) (1984)",© 1983 Embassy International Pictures (on print),USD,,-24678492,-82.26164
2231855,"GR: USD 5,716,080 (USA) (7 September 1997)",5716080,One Eight Seven (1997),1997,Drama,20000000,5716080,"2,599 (Netherlands) (31 December 1998)",,USD,,-14283920,-71.4196
2231909,"GR: USD 112,000,000 (USA)",112000000,One Flew Over the Cuckoo's Nest (1975),1975,Drama,4400000,112000000,"1,119,769 (Denmark) | 199,306 (Spain) (1987) (reissue) | 3,677,050 (Spain) (1975) (release) | 1,005,303 (Sweden) (1976)",COPYRIGHT © 1975 BY N.V. ZWALUW. ALL RIGHTS RESERVED. (on print),USD,,107600000,2445.454545
2232299,"GR: USD 229,311 (USA) (24 October 1999)",229311,One Man's Hero (1999),1999,Action,11350000,229311,,,USD,,-11120689,-97.97963877
2232552,"GR: USD 2,618,335 (USA) (14 December 1997)",2618335,One Night Stand (1997),1997,Drama,24000000,2618335,"184,981 (Germany) (13 October 1997) | 124,819 (Germany) (5 October 1997) | 55,524 (Germany) (29 September 1997) (opening week) | 27,258 (Netherlands) (31 December 1998)",,USD,,-21381665,-89.09027083
2233001,"GR: USD 23,209,440 (USA) (15 November 1998)",23209440,One True Thing (1998),1998,Drama,30000000,23209440,,Universal City Studios LLLP,USD,,-6790560,-22.6352
2233552,"GR: USD 206,128 (USA) (20 April 2000)",206128,Onegin (1999),1999,Drama,14000000,206128,,,USD,,-13793872,-98.52765714
2236640,"GR: USD 582,024 (USA) (22 November 1998)",582024,Orgazmo (1997),1997,Comedy,1000000,582024,,,USD,,-417976,-41.7976
2236888,"GR: USD 3,014,000 (USA)",3014000,Original Gangstas (1996),1996,Action,4800000,3014000,,,USD,,-1786000,-37.20833333
2237013,"GR: USD 5,289,772 (USA)",5289772,Orlando (1992),1992,Drama,4000000,5289772,"66,787 (Sweden)",©1992 Adventure Pictures,USD,,1289772,32.2443
2239941,"GR: USD 87,100,000 (USA)",87100000,Out of Africa (1985),1985,Biography,31000000,87100000,"2,746,855 (Argentina) | 4,108,723 (Germany) | 743,242 (Sweden)",Copyright © MCMLXXXV by Universal Pictures Limited (on print),USD,,56100000,180.9677419
2240178,"GR: USD 37,339,525 (USA) (30 August 1998)",37339525,Out of Sight (1998),1998,Action,48000000,37339525,"961,332 (Germany) (25 October 1998) | 899,058 (Germany) (18 October 1998) | 790,654 (Germany) (12 October 1998) | 141,010 (Netherlands) (31 December 1999) | 137,434 (Netherlands) (31 December 1998) | 141,107 (Netherlands) | 589,954 (Spain) (10 August 2002)",,USD,,-10660475,-22.20932292
2240566,"GR: USD 67,823,573 (USA)",67823573,Outbreak (1995),1995,Action,50000000,67823573,"83,154 (Belgium) | 1,245,697 (France) (30 May 1995) | 205,000 (Israel) | 171,416 (Sweden)",,USD,,17823573,35.647146
2240936,"GR: USD 7,292,175 (USA) (10 October 1999)",7292175,Outside Providence (1999),1999,Comedy,7000000,7292175,"2,864 (Netherlands) (31 December 1999)",Copyright© 1999 OUTSIDE L.P. All Rights Reserved (on print),USD,,292175,4.173928571
2244271,"GR: USD 41,400,000 (USA)",41400000,Pale Rider (1985),1985,Western,6900000,41400000,"210,426 (Sweden) | 395,044 (West Germany) (1985)",Warner Bros. Inc.,USD,,34500000,500
2246675,"GR: USD 53,267,000 (USA)",53267000,Papillon (1973),1973,Biography,12000000,53267000,"3,852,000 (France) | 785,000 (Sweden) | 8,500,000 (West Germany)",© COPYRIGHT 1973 PAPILLON PARTNERSHIP ALL RIGHTS RESERVED,USD,,41267000,343.8916667
2247366,"GR: USD 1,921,471 (USA) (1 June 1997)",1921471,Paradise Road (1997),1997,Drama,16000000,1921471,"34,625 (Netherlands) (31 December 1998) | 25,467 (Netherlands) (1 January 1998) | 4,274 (Portugal) (9 October 1997) (opening week)","Twentieth Century Fox Film Corp., YTC Motion Picture Investments and Village Roadshow Productions Pty Ltd, 1997",USD,,-14078529,-87.99080625
2247913,"GR: USD 7,000,000 (USA)",7000000,Parasite (1982),1982,Horror,800000,7000000,,,USD,,6200000,775
2249442,"GR: USD 472,370 (USA)",472370,Party Girl (1995),1995,Comedy,150000,472370,,,USD,,322370,214.9133333
2251093,"GR: USD 135,014,968 (USA) (30 May 1999)",135014968,Patch Adams (1998),1998,Biography,50000000,135014968,"135,855 (Germany) (28 March 1999) (opening week) | 68,024 (Netherlands) (31 December 1999)",,USD,,85014968,170.029936
2251547,"GR: USD 83,287,363 (USA)",83287363,Patriot Games (1992),1992,Action,42000000,83287363,,Paramount Pictures Corporation,USD,,41287363,98.30324524
2252075,"GR: USD 27,008,669 (USA) (16 August 1998)",27008669,Paulie (1998),1998,Adventure,23000000,27008669,"18,569 (Netherlands) (31 December 1999) | 18,544 (Netherlands) (31 December 1998) | 29,556 (Switzerland)",,USD,,4008669,17.42899565
2253153,"GR: USD 2,279,807 (USA) (20 December 1998)",2279807,Pecker (1998),1998,Comedy,6000000,2279807,"1,447 (Netherlands) (31 December 2001) | 1,396 (Netherlands) (31 December 2000)",,USD,,-3720193,-62.00321667
2253332,"GR: USD 40,940,662 (USA) (10 November 1985)",40940662,Pee-wee's Big Adventure (1985),1985,Adventure,6000000,40940662,,Warner Bros. Inc.,USD,,34940662,582.3443667
2253567,"GR: USD 41,382,841 (USA)",41382841,Peggy Sue Got Married (1986),1986,Comedy,18000000,41382841,,"Tri-Star Pictures, Inc.",USD,,23382841,129.9046722
2255035,"GR: USD 15,000,000 (USA)",15000000,Per qualche dollaro in più (1965),1965,Western,600000,15000000,"5,520,971 (Spain)",©COPYRIGHT 1965 BY SERGIO LEONE AND FULVIO MORSELLA ALL RIGHTS RESERVED,USD,,14400000,2400
