movieid,Budget,Gross Revenue,Additional Data,Copyright,Currency
1734162,5000000.0,12543892.0,,"Copyright © MCMLXXXVI by YCTM Productions, Inc. All rights reserved (on print)",USD
1734321,14000000.0,8838938.0,"2,840 (Netherlands) (31 December 1999)",Copyright ©1997 Phoenix Pictures Inc. All Rights Reserved (on print),USD
1734369,,16000.0,,,
1734803,31000000.0,53133888.0,"146,785 (Sweden)","Copyright © MCMXC HOLLYWOOD PICTURES COMPANY and AMBLIN ENTERTAINMENT, INC. All rights reserved.",USD
1735791,,47044.0,,,
1736211,21500000.0,24362501.0,"264,630 (Netherlands) (31 December 1999)",,USD
1736268,140000000.0,201573391.0,"4,479,748 (France) (13 October 1998) | 3,859,295 (France) (9 September 1998) | 48,733 (France) (opening day) | 5,048,194 (Germany) (13 September 1998) | 4,933,193 (Germany) (6 September 1998) | 4,510,696 (Germany) (23 August 1998) | 4,174,031 (Germany) (16 August 1998) | 2,293,708 (Germany) (26 July 1998) | 1,274,643 (Germany) (19 July 1998) (opening weekend) | 747,213 (Netherlands) (31 December 1998) | 2,473,657 (Spain) | 592,752 (Sweden) (31 December 1998)",Copyright © MCMXCVIII Touchstone Pictures and Jerry Bruckheimer Inc.,USD
1736362,12000000.0,15945534.0,,,USD
1736592,13000000.0,11502976.0,"557,418 (Germany) (1993) | 324,300 (Spain)",© 1992 Dino De Laurentiis Communications,USD
1736794,110000000.0,24004159.0,"6,409 (Estonia) | 1,202,755 (Germany) (13 February 2005) | 1,114,339 (Germany) (6 February 2005) | 1,045,039 (Germany) (30 January 2005) | 952,319 (Germany) (23 January 2005) | 835,307 (Germany) (16 January 2005) | 695,610 (Germany) (6 January 2005) | 120,705 (Germany) (26 December 2004)","© Copyright 2004 Balloon Productions, LLC (on print)",USD
1737340,1120175.0,,,Warner Bros. Pictures Inc.; 6 October 1944; LP12890 (in copyright registry),USD
1737713,,377512.0,"2,869 (Germany) (1 June 1998) (opening week) | 8,428 (Netherlands) (31 December 1998)",,
1737766,7000000.0,88595661.0,"103,115 (West Germany) (1982)",,USD
1738481,50000000.0,147637474.0,"2,786,327 (Germany) (1 June 1998) | 2,678,965 (Germany) (11 May 1998) | 2,633,035 (Germany) (4 May 1998) | 2,538,215 (Germany) (27 April 1998) | 2,052,260 (Germany) (6 April 1998) | 1,847,022 (Germany) (30 March 1998) | 1,665,804 (Germany) (23 March 1998) | 1,502,399 (Germany) (16 March 1998) | 1,273,264 (Germany) (9 March 1998) | 629,505 (Germany) (23 February 1998) | 264,126 (Germany) (16 February 1998) (opening week) | 3,002,836 (Germany) (1998) | 294,710 (Netherlands) (31 December 1999) | 294,153 (Netherlands) (31 December 1998) | 442,130 (Portugal) | 396,134 (Sweden) (31 December 1998)","© 1997 TriStar Pictures, Inc. (on print); TriStar Pictures, Inc.; 28 January 1998; PA870530 (in copyright registry)",USD
1740732,,6075793.0,"250,000 (France) | 189,187 (Spain)","© MCMLXXXVII CANNON FILMS, INC. and CANNON INTERNATIONAL B.V. (on print)",
1740752,50000000.0,30306268.0,"449,376 (France) (28 November 1995) | 504,354 (France) | 683,815 (Germany)",© 1995 Warner Bros.,USD
1740811,150000.0,273623.0,,© MCMLXXVI C K K Corporation,USD
1741682,60000000.0,22326247.0,"4,402,585 (USA) (1999) | 30,447 (UK) (1999) | 81,796 (Belgium) (1999) | 11,649 (Bulgaria) (1999) | 132,062 (France) (1999) | 21,704 (Germany) (13 June 1999) | 67,027 (Germany) (1999) | 34,853 (Hungary) (1999) | 215,630 (Italy) (1999) | 4,093 (Netherlands) (31 December 1999) | 39,525 (Poland) (1999) | 25,027 (Romania) (1999) | 179,554 (Spain) (30 June 2001) | 4,248 (Sweden) (1999)",,USD
1742509,7200000.0,12729678.0,,"©The Merchant Trust Company in Trust, MCMLXXX All rights reserved",USD
1743028,90000.0,,,,USD
1743689,200000.0,,,,USD
1743852,,,,© United Artists Corporation MCMLXXVII,
1744178,,,,Granada Film,
1744391,2240000.0,23300000.0,,"Copyright MCMLVIII by Warner Bros. Pictures, Inc. (on print); Warner Bros. Pictures, Inc.; 27 December 1958; LP15313 ; Warner Bros. Pictures, Inc.; 27 December 1958; LP15313 (in copyright registry)",USD
1744809,17000000.0,53868030.0,"26,253 (Germany) (24 November 1997) (opening week) | 6,521 (Netherlands) (31 December 1998) | 6,491 (Netherlands) (1 January 1998) | 68,451 (Spain)","New Line Productions, Inc., 1997",USD
1744811,33000000.0,205399422.0,"494,479 (France) (2 November 1999) | 1,032,119 (Germany) (7 November 1999) | 219,883 (Netherlands) (31 December 1999) | 916,146 (Spain)","New Line Productions, Inc.",USD
1745373,,,,,
1745406,40000000.0,37752931.0,"1,865,868 (Italy) (31 December 2001) | 72,630 (Netherlands) (31 December 2001) | 46,500 (Netherlands) (31 December 2000)",,USD
1746382,,52096475.0,,"Columbia Pictures Industries, Inc.",
1746829,,209244.0,,,
1747382,,388730.0,,,
1747494,,7240837.0,,"New Line Cinema, 1997 (on print)",
1747545,,34524.0,,© Scala (B Monkey) Limited,
1747649,,6940185.0,,,
1747899,,5216888.0,"470,920 (Argentina)",,
1748196,30000000.0,66600000.0,"1,310,150 (Argentina) | 1,180,411 (France) (16 April 1996) | 1,177,827 (Spain) (1996)","Copyright © 1995 UNIVERSAL CITY STUDIOS, INC",USD
1748219,80000000.0,18318000.0,"1,509,428 (Germany) (7 March 1999) | 1,434,211 (Germany) (28 February 1999) | 126,928 (Netherlands) (31 December 1999) | 285,775 (Spain) (30 June 2001)",,USD
1748315,,,,© Metro-Goldwyn-Mayer Corporation; 28 November 1934; LP5161 (in copyright registry),
1748317,,,,,
1748754,18000000.0,27141959.0,"42,435 (Netherlands) (31 December 1999) | 423,627 (Spain) (13 July 2001)",,USD
1748996,,14276095.0,,Walt Disney Productions (MCMLXXXV),
1749026,,269904.0,,,
1749222,180000.0,925402.0,"1,554 (Netherlands) (31 December 2000) | 893 (Netherlands) (31 December 1999)",,USD
1749247,,38435947.0,"242,290 (West Germany) (1984)",1984 Bachelor Party Productions. All Rights Reserved. (on print),
1749683,,91258000.0,,© 1986 Orion Pictures Corporation,
1749731,19000000.0,197902294.0,"770,397 (Sweden)","Copyright © MCMLXXXV by Universal City Studios, Inc. All rights reserved. (on print)",USD
1749735,40000000.0,118450002.0,"453,546 (Sweden)","Copyright © 1989 by Universal City Studios, Inc. and U-Drive Productions, Inc. All rights reserved. [on Screen]",USD
1749737,40000000.0,87666629.0,"250,482 (Sweden)","Copyright © 1990 Universal City Studios, Inc. and U-Drive Productions. Inc. All rights reserved.",USD
1749806,,2392599.0,,Copyright © MCMXCIII PolyGram Filmproduktion GmbH,
1749891,,77868585.0,,,
1750364,19000000.0,65637842.0,"86,073 (Belgium) | 1,485,166 (France) (3 October 1995)",,USD
1750424,,3700000.0,,"© MCMXCIV Buena Vista Pictures Distribution, Inc. All Rights Reserved (on print)",
1750510,,15240435.0,,copyright 1994 Twentieth Century Fox Film Corp.,
1750660,1000000.0,1995334.0,,,USD
1750728,7000000.0,1055525.0,,"© 1996 Morgan Creek Productions, Inc. (on print)",USD
1750816,30000.0,,,,NZD
1751059,150000.0,474047.0,"5,286 (Netherlands) (31 December 1997) | 5,259 (Netherlands) (1 January 1997)",,USD
1751071,450000.0,,,"Pressman-Williams-Badlands, Ltd.",USD
1751872,35000000.0,15325127.0,"4,532 (Spain) (31 August 2002) | 4,291 (Spain) (30 June 2001)",,USD
1753266,,11268750.0,,"Copyright © 1995 Universal City Studios, Inc. and Amblin Entertainment, Inc. All rights reserved. [on Screen]",
1753348,,39047150.0,,Copyright MCMXLII Walt Disney Productions (on print); Walt Disney Productions; 28 February 1942; LP12270 (in copyright registry),
1753400,10000000.0,2185266.0,"4,189 (Netherlands) (31 December 2002) | 2,650 (Netherlands) (31 December 2001) | 8,525 (Spain) (31 August 2002) | 6,709 (Spain) (30 June 2001)","2000, 40 Acres and A Mule Filmworks, Inc. (on print)",USD
1753578,2000000.0,,"1,225,323 (France) | 282,778 (Spain) (1982) (re-release) | 1,219,216 (Spain)",Rollins & Joffe Productions; 28 April 1971; LP39154 (in copyright registry),USD
1753695,8700000.0,4865912.0,,,USD
1753837,,399748.0,,,
1753860,7000000.0,24187.0,"866,030 (Germany) (15 September 1997) | 843,216 (Germany) (8 September 1997) | 775,327 (Germany) (25 August 1997) | 720,396 (Germany) (18 August 1997) | 671,238 (Germany) (11 August 1997) | 608,805 (Germany) (4 August 1997) | 508,596 (Germany) (28 July 1997) | 391,706 (Germany) (21 July 1997) | 231,575 (Germany) (14 July 1997) | 953,000 (Germany) | 120,434 (Germany) (opening week)",,DEM
1754754,2000000.0,1250322.0,,,USD
1754799,,3794000.0,"30,509 (Netherlands) (31 December 1997) | 30,486 (Netherlands) (1 January 1997)",Polygram Film Productions B.V.,
1754884,9000000.0,613285.0,,,USD
1755112,3200000.0,7266973.0,,,USD
1755524,,19994515.0,,COPYRIGHT © 1967 BY PARAMOUNT PICTURES CORPORATION ALL RIGHTS RESERVED,
1755813,,27714.0,,,
1756051,15000000.0,11144518.0,"40,807 (Germany)","Copyright © 1998 Good Egg Productions, Inc. All Rights Reserved.",USD
1756391,11000000.0,20000000.0,"1,000,000 (Germany) | 1,357,139 (Spain) (20 December 2002)",Copyright 1975 Hawk Films/Warner Bros.,USD
1756768,40000000.0,117727000.0,"4,651,563 (France) | 4,406,353 (Germany) (31 December 1992) | 1,262,687 (Netherlands) | 4,764,943 (Spain) (1993)",Copyright © 1992 Carolco/Le Studio Canal+ V.O.F. All Rights Reserved. (on print),USD
1756902,3300000.0,2961991.0,"11,573 (Netherlands) (31 December 1998) | 11,219 (Netherlands) (1 January 1998)",,USD
1757342,125000000.0,107285004.0,"1,321,129 (France) (2 September 1997) | 1,063,191 (France) (29 July 1997) | 130,869 (France) (15 July 1997) (opening week) | 33,701 (France) (9 July 1997) (opening day) | 567,917 (France) (opening week) | 1,223,639 (Germany) (28 July 1997) | 1,135,861 (Germany) (21 July 1997) | 966,346 (Germany) (14 July 1997) | 774,905 (Germany) (7 July 1997) | 357,142 (Germany) (opening week) | 92,345 (Netherlands) (31 December 1998) | 92,323 (Netherlands) (1 January 1998) | 183,041 (Portugal) (14 August 1997) | 178,378 (Portugal) (7 August 1997) | 164,088 (Portugal) (31 July 1997) | 137,132 (Portugal) (24 July 1997) | 86,407 (Portugal) (17 July 1997) (opening week) | 1,013,074 (Spain)",© 1997 Warner Bros.,USD
1757347,35000000.0,251188924.0,"827,516 (Argentina) | 2,156,622 (France) | 243,832 (France) (opening week) | 46,768 (France) (opening day) | 554,286 (France) | 3,536,426 (Spain) | 329,078 (Sweden)",Warner Bros. Inc.,USD
1757367,100000000.0,183997904.0,"732,842 (Argentina) | 958 (Denmark) (1997) | 1,430 (Denmark) (1996) | 1,516,890 (France) (5 September 1995) | 1,243 (Italy) (1996) | 622 (Romania) (1998) | 3,574 (Romania) (1997) | 24,478 (Romania) (1996) | 55 (Spain) (1999) | 261 (Spain) (1997) | 10,679 (Spain) (1996) | 1,121,293 (Spain)",© 1995 Warner Bros.,USD
1757378,80000000.0,162744850.0,"763,615 (Argentina) | 1,104,444 (Spain)",Warner Bros. Inc.,USD
1757423,6000000.0,5588699.0,,ALL ORIGINAL MUSIC COMPOSITIONS © 1993 WB MUSIC CORP. ASCAP,USD
1757485,6500000.0,10149779.0,,,USD
1757698,1800000.0,8800000.0,,MCMLXXIII Twentieth Century-Fox Film Corporation,USD
1757893,44000000.0,21471685.0,"11,552 (Netherlands) (31 December 2000) | 394,457 (Spain) (10 August 2002) | 392,973 (Spain) (25 June 2001)",,USD
1758003,,12612.0,"8,524 (Spain) (31 August 2002)",Copyright 1926 by Metro-Goldwyn-Mayer Corporation (on print); Buster Keaton Productions; 30 August 1926; LP23068 (in copyright registry),
1758767,350000.0,,,copyright MCMLXIII Alta Vista Productions,USD
1758856,22000000.0,45298656.0,"386976 (Finland) | 2,987,856 (France) (30 December 1997) | 268,040 (France) (4 November 1997) (opening week) | 1,342,183 (France) (4 November 1997) (opening week) | 47,515 (France) (29 October 1997) (opening day) | 5,505,743 (Germany) (3 November 1997) | 5,399,913 (Germany) (27 October 1997) | 5,339,850 (Germany) (20 October 1997) | 5,164,646 (Germany) (13 October 1997) | 4,937,372 (Germany) (5 October 1997) | 4,582,411 (Germany) (29 September 1997) | 4,233,770 (Germany) (22 September 1997) | 3,602,646 (Germany) (15 September 1997) | 2,603,071 (Germany) (8 September 1997) | 1,115,230 (Germany) (1 September 1997) (opening week) | 1,010,654 (Netherlands) (31 December 1998) | 1,010,225 (Netherlands) (1 January 1998) | 302,033 (Portugal) (30 October 1997) | 277,464 (Portugal) (23 October 1997) | 260,893 (Portugal) (16 October 1997) | 243,048 (Portugal) (9 October 1997) | 214,430 (Portugal) (2 October 1997) | 181,713 (Portugal) (25 September 1997) | 131,004 (Portugal) (18 September 1997) | 67,891 (Portugal) (11 September 1997) (opening week)",© 1997 POLYGRAM FILM PRODUCTIONS BV and NV POLYGRAM S.A. 1997 (on print),USD
1759189,1000000.0,,,1953 by Santana Pictures (USA),USD
1759448,9000000.0,3060963.0,,,USD
1759573,,20837000.0,"14,603 (Netherlands) (31 December 1997) | 14,204 (Netherlands) (1 January 1997) | 7,389 (Portugal) (5 June 1997) | 3,965 (Portugal) (29 May 1997) (opening week)",Miramax Film Corp.,
1759654,,261360.0,"16,003 (Netherlands) (31 December 2001) | 15,595 (Netherlands) (31 December 2000)",,
1759685,,1449934.0,"14,200 (Germany) | 26,183 (Netherlands) (31 December 1997) | 18,235 (Netherlands) (1 January 1997)",Copyright Channel Four Television Corporation MCMXCV,
1759851,25000000.0,47611331.0,,"Disney Enterprises, Inc.",USD
1759983,12000000.0,63071133.0,"49,254 (Germany) (opening week) | 41,632 (Netherlands) (31 December 1998) | 41,620 (Netherlands) (1 January 1998)",,USD
1760306,,19030691.0,,"Copyright © MCMXCVI New Line Productions, Inc.",
1760386,20000000.0,838193.0,"95,027 (Sweden)",MCMLXXI Walt Disney Productions,USD
1760449,3000000.0,16459.0,"4,738 (Netherlands) (31 December 2000) | 3,727 (Netherlands) (31 December 1999)",,GBP
1760586,,275996.0,"4,078 (Netherlands) (31 December 2001) | 3,802 (Netherlands) (31 December 2000)",,
1760752,15000000.0,73326666.0,"110,664 (Sweden)",The Geffen Film Company,USD
1760876,2500000.0,5381891.0,"160,023 (Spain) (15 December 2004) | 64,789 (Switzerland)",© 1995 Castle Rock Entertainment,USD
1760927,,17292000.0,"8,323 (Netherlands) (1 January 1997) | 21,294 (Portugal) (18 April 1996)",Copyright ©MCMXCV HOLLYWOOD PICTURES COMPANY (on print),
1760978,,763847.0,"73,344 (Sweden)",,
1762161,30000000.0,1519366.0,,,USD
1762174,13000000.0,22858926.0,"717,200 (France) (31 December 2000) | 606,678 (France) (25 January 2000) | 564,346 (France) (18 January 2000) | 509,269 (France) (11 January 2000) | 434,071 (France) (4 January 2000) | 423,925 (Germany) (31 December 2000) | 383,808 (Germany) (31 August 2000) | 88,569 (Netherlands) (31 December 2001) | 85,245 (Netherlands) (31 December 2000) | 79,642 (Spain) (8 December 2002)","PolyGram Holding, Inc., 1999",USD
1762229,,30177511.0,,Lorimar Film - und Fernsehproduktion GmbH,
1762644,,1142243.0,,,
1762654,,,,"Phoenix Productions, Inc.; 31 December 1958; LP14129 (in copyright registry)",
1762853,,4037017.0,"1,168,609 (Spain)",COPYRIGHT © MCMLXII BY PARIS FILM PRODUCTION ALL RIGHTS RESERVED,
1763019,3000000.0,9630169.0,,,USD
1763083,53000000.0,22843047.0,"5,885 (Netherlands) (31 December 1999)",(1998) Touchstone Pictures,USD
1763465,15900000.0,70000000.0,,Loew's Incorporated; 18 November 1959; LP15874 (in copyright registry),USD
1763653,3000000.0,17489009.0,,"Copyright © MCMLXIX by APJAC Productions, Inc. and Twentieth Century-Fox Film Corporation. All Rights Reserved",USD
1763877,500000.0,39552600.0,,,USD
1763883,,22257624.0,,,
1763910,,23202734.0,,,
1763974,,372341.0,,,
1764861,,2032621.0,,"Fiction S.r.l., Roma, 1998",
1765082,7000000.0,25651.0,,,USD
1765108,10000000.0,,,,USD
1765164,6000000.0,18621249.0,"19,944 (Spain) (31 August 2002) | 16,761 (Spain) (30 June 2001)",© 2000 Castle Rock Entertainment All rights reserved (on print),USD
1765347,,,,1994 Picture Securities Ltd.,
1765652,19000000.0,25816139.0,,"United Artists Pictures, Inc. (1988)",USD
1765787,,1432.0,,,
1765789,,81000.0,,Cleopatra Entertainment Group,
1765811,,10297601.0,,,
1765827,,2011254.0,"18,201 (Germany) (11 July 1999) (opening week) | 12,888 (Netherlands) (31 December 2001) | 12,471 (Netherlands) (31 December 2000)",© rave film inc. MCMXCIX ALL RIGHTS RESERVED (on print),
1766407,55000000.0,42610000.0,"179,337 (Sweden)",,USD
1766427,,31235710.0,"310,115 (Germany) (5 May 1997) | 238,250 (Germany) (28 April 1997) | 125,059 (Germany) (opening week) | 81,085 (Portugal) (10 July 1997) | 75,130 (Portugal) (3 July 1997) | 64,394 (Portugal) (26 June 1997) | 50,799 (Portugal) (19 June 1997) | 32,676 (Portugal) (12 June 1997) (opening week)",,
1766668,3000000.0,,,Bedlam Films,GBP
1766849,23000000.0,5750110.0,"442,793 (France) (4 July 1995)",,USD
1767110,500000.0,2047570.0,104 (Netherlands) (31 December 2001),Copyright ©1999 Universal Studios All Rights Reserved (on print),USD
1767151,,,,Warner Bros. Inc.,
1767537,,735192.0,,,
1768211,,1104619.0,"1,219 (Netherlands) (31 December 1998)",,
1768389,100000000.0,58220776.0,"24,805 (Netherlands) (31 December 2000)",,USD
1768698,18000000.0,114968774.0,"327,461 (Sweden)",Twentieth Century Fox Film Corporation,USD
1769145,15000000.0,4085000.0,,© 1995 Morgan Creek Productions Inc. (on print),USD
1769408,34200000.0,163479795.0,"293,437 (France) | 492,004 (Germany) (7 November 1999) (opening week) | 147,531 (Netherlands) (31 December 1999) | 963,901 (Spain)","© 1999 Columbia Pictures Industries, Inc.",USD
1769766,30000000.0,117559438.0,"194,602 (Netherlands) (31 December 2000) | 1,409,159 (Spain) (10 August 2002) | 1,386,897 (Spain) (25 June 2001)",,USD
1769840,4100000.0,11881039.0,"24,232 (Netherlands) (31 December 1998) | 23,743 (Netherlands) (1 January 1998)","Rysher Entertainment, Inc., 1996",USD
1770285,25000000.0,11100000.0,"163,735 (Sweden) | 490,691 (West Germany)",copyright 1986 Twentieth Century Fox Film Corporation,USD
1770807,600000.0,,,Alta Vista Productions MCMLXIV,USD
1771528,10000000.0,25588750.0,,,USD
1771673,,2020700.0,,,
1772092,15000000.0,13427615.0,,,USD
1772500,20000000.0,70980000.0,"342,385 (Sweden)","Copyright © 1990 by Universal City Studios, Inc. All Rights Reserved (on print)",USD
1772651,,454463.0,,1984 Tri-Star Pictures,
1772934,23000000.0,752856.0,"376,669 (France) | 246,418 (Germany) (31 December 1991)","Road Movies Filmproduktion GmbH, Argos Films SA and Australian Film Finance Corporation Pty Limited",USD
1773358,5000000.0,1862805.0,"764,956 (France) (1992) | 410,442 (Germany) | 724,950 (Spain)",R.P. Productions,USD
1773436,,380927.0,,,
1773944,,4630377.0,290 (Netherlands) (1 January 1998),,
1774349,,12829351.0,,"Copyright © 1998 Universal City Studios, Inc. All Rights Reserved. (on print)",
1775245,,32377000.0,,,
1775382,,,,,
1775747,,,,Walt Disney Productions,
1776052,45000000.0,70001065.0,"664,937 (France) (31 December 1999) | 2,001,916 (Germany) (31 December 1999) | 1,747,612 (Germany) (24 January 1999) | 1,603,450 (Germany) (10 January 1999) | 1,451,341 (Germany) (3 January 1999) | 1,000,462 (Germany) (20 December 1998) | 715,235 (Germany) (13 December 1998) | 279,794 (Germany) (6 December 1998) (opening week) | 179,237 (Netherlands) (31 December 1999) | 168,088 (Netherlands) (31 December 1998) | 1,658,686 (Spain) (26 September 2003)","New Line Productions, Inc.",USD
