movieid,Gross,USD,Title,Year,Genre
1783500,"GR: USD 70,100,000 (USA)",70100000,Boomerang (1992),1992,Comedy
1783641,"GR: USD 21,172 (USA) (15 October 2000)",21172,Bootmen (2000),2000,Comedy
1783685,"GR: USD 20,060,051 (USA) (22 June 1997)",20060051,Booty Call (1997),1997,Comedy
1783892,"GR: USD 5,587,855 (USA) (8 September 1996)",5587855,Bordello of Blood (1996),1996,Comedy
1784129,"GR: USD 103,163 (USA) (9 July 2000)",103163,Boricua's Bond (2000),2000,Drama
1785170,"GR: USD 3,798,532 (USA) (22 December 1996)",3798532,Bound (1996),1996,Crime
1785529,"GR: USD 66,365,290 (USA) (28 November 1999)",66365290,Bowfinger (1999),1999,Comedy
1786183,"GR: USD 20,627,372 (USA) (30 July 2000)",20627372,Boys and Girls (2000),2000,Comedy
1786124,"GR: USD 11,533,945 (USA) (21 May 2000)",11533945,Boys Don't Cry (1999),1999,Biography
1786136,"GR: USD 186,675 (USA) (30 March 1997)",186675,Boys Life 2 (1997),1997,Drama
1786142,"GR: USD 624,573 (USA) (17 September 1995)",624573,"Boys Life: Three Stories of Love, Lust, and Liberation (1994)",1994,Drama
1786921,"GR: USD 2,560,471 (USA) (10 August 1997)",2560471,Brassed Off (1996),1996,Comedy
1787090,"GR: USD 75,609,945 (USA) (13 June 1996)",75609945,Braveheart (1995),1995,Action
1787149,"GR: USD 6,500,000 (USA) (30 March 1986)",6500000,Brazil (1985),1985,Drama
1672052,"GR: USD 7,142,857 (USA)",7142857,'Breaker' Morant (1980),1980,Drama
1787511,"GR: USD 8,000,000 (USA) (January 2004)",8000000,Breakfast at Tiffany's (1961),1961,Comedy
1787525,"GR: USD 175,370 (USA) (19 December 1999)",175370,Breakfast of Champions (1999),1999,Comedy
1787603,"GR: USD 314,658 (USA) (22 July 1979)",314658,Breaking Away (1979),1979,Comedy
1787911,"GR: USD 4,040,691 (USA) (4 May 1997)",4040691,Breaking the Waves (1996),1996,Drama
1788165,"GR: USD 19,910,002 (USA) (26 June 1983)",19910002,Breathless (1983),1983,Action
1788621,"GR: USD 32,368,960 (USA) (3 January 1999)",32368960,Bride of Chucky (1998),1998,Comedy
1789015,"GR: USD 10,977,499 (USA) (25 January 1987)",10977499,Brighton Beach Memoirs (1986),1986,Comedy
1789145,"GR: USD 68,379,000 (USA) (4 January 2001)",68379000,Bring It On (2000),2000,Comedy
1789259,"GR: USD 16,640,210 (USA) (9 January 2000)",16640210,Bringing Out the Dead (1999),1999,Drama
1789692,"GR: USD 51,249,404 (USA)",51249404,Broadcast News (1987),1987,Comedy
1789910,"GR: USD 10,114,315 (USA) (24 October 1999)",10114315,Brokedown Palace (1999),1999,Drama
1790007,"GR: USD 70,450,000 (USA)",70450000,Broken Arrow (1996),1996,Action
1790082,"GR: USD 476,070 (USA) (6 July 1997)",476070,Broken English (1996),1996,Drama
1790311,"GR: USD 13,493 (USA) (15 August 1999)",13493,Broken Vessels (1998),1998,Drama
1790523,"GR: USD 3,708,710 (USA) (15 June 1980)",3708710,Bronco Billy (1980),1980,Action
1790530,"GR: USD 50,970 (USA) (15 January 2012)",50970,Bronenosets Potyomkin (1925),1925,Drama
1792349,"GR: USD 10,005,081 (USA) (17 August 1997)",10005081,Buddy (1997),1997,Adventure
1792363,"GR: USD 10,281 (USA) (2 April 2000)",10281,Buddy Boy (1999),1999,Drama
1792523,"GR: USD 6,997,620 (USA) (30 January 2000)",6997620,Buena Vista Social Club (1999),1999,Documentary
1792625,"GR: USD 2,365,931 (USA) (25 October 1998)",2365931,Buffalo '66 (1998),1998,Comedy
1793433,"GR: USD 21,162,420 (USA) (27 October 1996)",21162420,Bulletproof (1996),1996,Action
1793604,"GR: USD 26,525,834 (USA) (6 December 1998)",26525834,Bulworth (1998),1998,Comedy
1794215,"GR: USD 108,103 (USA) (17 October 1999)",108103,Bure baruta (1998),1998,Drama
1795427,"GR: USD 6,622,753 (USA) (25 May 1981)",6622753,Bustin' Loose (1981),1981,Comedy
1795631,"GR: USD 2,199,853 (USA) (17 September 2000)",2199853,But I'm a Cheerleader (1999),1999,Comedy
1796704,"GR: USD 12,100,000 (USA)",12100000,Bye Bye Love (1995),1995,Comedy
1798275,"GR: USD 42,765,000 (USA)",42765000,Cabaret (1972),1972,Drama
1798632,"GR: USD 3,142,689 (USA) (27 July 1980)",3142689,Caddyshack (1980),1980,Comedy
1799339,"GR: USD 2,501,113 (USA) (19 September 1993)",2501113,Calendar Girl (1993),1993,Comedy
1802058,"GR: USD 13,940,383 (USA)",13940383,Candyman: Farewell to the Flesh (1995),1995,Horror
1801311,"GR: USD 25,339,117 (USA) (30 August 1998)",25339117,Can't Hardly Wait (1998),1998,Comedy
1802677,"GR: USD 79,100,000 (USA)",79100000,Cape Fear (1991),1991,Thriller
1803905,"GR: USD 2,506,039 (USA) (19 October 1997)",2506039,Career Girls (1997),1997,Drama
1804232,"GR: USD 36,948,322 (USA)",36948322,Carlito's Way (1993),1993,Crime
1804923,"GR: USD 1,152,375 (USA) (24 October 1993)",1152375,Carnosaur (1993),1993,Horror
1804947,"GR: USD 472,598 (USA)",472598,Caro diario (1993),1993,Biography
1805163,"GR: USD 3,308,758 (USA) (8 September 1996)",3308758,Carpool (1996),1996,Comedy
1805225,"GR: USD 33,800,000 (USA)",33800000,Carrie (1976),1976,Horror
1805273,"GR: USD 3,242,342 (USA)",3242342,Carrington (1995),1995,Biography
1805799,"GR: USD 1,661,267 (USA) (12 July 1992)",1661267,Casablanca (1942),1942,Drama
1806151,"GR: USD 42,438,300 (USA)",42438300,Casino (1995),1995,Biography
1806217,"GR: USD 100,328,194 (USA)",100328194,Casper (1995),1995,Comedy
1806794,"GR: USD 20,666,667 (USA)",20666667,Cat Ballou (1965),1965,Comedy
1806845,"GR: USD 5,694,940 (USA) (18 April 1982)",5694940,Cat People (1982),1982,Drama
1807303,"GR: USD 1,315,573 (USA) (11 March 2001)",1315573,Catfish in Black Bean Sauce (1999),1999,Comedy
1807444,"GR: USD 3,562,749 (USA) (26 May 1997)",3562749,Cats Don't Dance (1997),1997,Animation
1806914,"GR: USD 13,086,000 (USA)",13086000,Cat's Eye (1985),1985,Comedy
1807562,"GR: USD 204,189 (USA) (27 October 1996)",204189,Caught (1996),1996,Drama
1807604,"GR: USD 6,724,217 (USA) (26 April 1998)",6724217,Caught Up (1998),1998,Crime
1808298,"GR: USD 1,276,984 (USA) (22 October 2000)",1276984,Cecil B. DeMented (2000),2000,Comedy
1808524,"GR: USD 5,032,496 (USA) (3 January 1999)",5032496,Celebrity (1998),1998,Comedy
1808813,"GR: USD 9,219,179 (USA) (4 August 1996)",9219179,Celtic Pride (1996),1996,Comedy
1809047,"GR: USD 17,174,870 (USA) (10 September 2000)",17174870,Center Stage (2000),2000,Drama
1809149,"GR: USD 5,595,428 (USA) (11 July 1999)",5595428,Central do Brasil (1998),1998,Drama
1797365,"GR: USD 5,321,508 (USA) (22 June 1984)",5321508,C'era una volta il West (1968),1968,Adventure
1809724,"GR: USD 63,651 (USA) (12 September 1999)",63651,Ceux qui m'aiment prendront le train (1998),1998,Drama
1809864,"GR: USD 1,652,472 (USA) (14 September 1997)",1652472,Chacun cherche son chat (1996),1996,Comedy
1809984,"GR: USD 20,550,712 (USA) (29 September 1996)",20550712,Chain Reaction (1996),1996,Action
1810092,"GR: USD 306,715 (USA) (22 March 1998)",306715,Chairman of the Board (1998),1998,Comedy
1811722,"GR: USD 55,593,332 (USA) (18 July 1982)",55593332,Chariots of Fire (1981),1981,Drama
1812490,"GR: USD 12,006,514 (USA) (28 September 1997)",12006514,Chasing Amy (1997),1997,Comedy
1815267,"GR: USD 106,793,915 (USA) (29 October 2000)",106793915,Chicken Run (2000),2000,Animation
1816153,"GR: USD 31,853,080 (USA)",31853080,Children of a Lesser God (1986),1986,Drama
1816171,"GR: USD 14,568,989 (USA) (28 May 1984)",14568989,Children of the Corn (1984),1984,Horror
1816175,"GR: USD 4,983,565 (USA) (7 February 1993)",4983565,Children of the Corn II: The Final Sacrifice (1992),1992,Horror
1816238,"GR: USD 830,608 (USA) (6 July 1997)",830608,Children of the Revolution (1996),1996,Comedy
1815901,"GR: USD 32,842,703 (USA) (5 March 1989)",32842703,Child's Play (1988),1988,Horror
1815914,"GR: USD 28,501,605 (USA)",28501605,Child's Play 2 (1990),1990,Horror
1815915,"GR: USD 9,673,095 (USA) (1991)",9673095,Child's Play 3 (1991),1991,Horror
1816379,"GR: USD 11,227,940 (USA) (24 October 1999)",11227940,Chill Factor (1999),1999,Action
1816742,"GR: USD 2,195,190 (USA) (19 July 1998)",2195190,Chinese Box (1997),1997,Drama
1818342,"GR: USD 21,200,000 (USA)",21200000,Christine (1983),1983,Drama
1818562,"GR: USD 71,320,000 (USA)",71320000,Christmas Vacation (1989),1989,Comedy
1819155,"GR: USD 1,050,600 (USA) (1 October 2000)",1050600,Chuck & Buck (2000),2000,Comedy
1819411,"GR: USD 600,200 (USA)",600200,Chung Hing sam lam (1994),1994,Drama
1820400,"GR: USD 34,101,149 (USA) (1987)",34101149,Cinderella (1950),1950,Animation
1821008,"GR: USD 23,397,365 (USA)",23397365,Circle of Friends (1995),1995,Drama
1821229,"GR: USD 8,406 (USA) (17 September 2000)",8406,Circus (2000),2000,Crime
1821599,"GR: USD 1,140,769 (USA) (23 June 1991) (re-release)",1140769,Citizen Kane (1941),1941,Drama
1821619,"GR: USD 153,155 (USA) (12 January 1997)",153155,Citizen Ruth (1996),1996,Comedy
1821739,"GR: USD 20,200,000 (USA)",20200000,City Hall (1996),1996,Drama
1821852,"GR: USD 78,745,923 (USA) (30 August 1998)",78745923,City of Angels (1998),1998,Drama
1821917,"GR: USD 1,495,332 (USA) (30 March 1997)",1495332,City of Industry (1997),1997,Crime
1822415,"GR: USD 5,194,491 (USA)",5194491,Clara's Heart (1988),1988,Drama
1822639,"GR: USD 10,054,150 (USA) (12 December 1982)",10054150,Class Reunion (1982),1982,Comedy
1823008,"GR: USD 1,789,892 (USA) (15 November 1998)",1789892,Clay Pigeons (1998),1998,Comedy
1823223,"GR: USD 122,012,710 (USA)",122012710,Clear and Present Danger (1994),1994,Action
1823361,"GR: USD 3,151,130 (USA)",3151130,Clerks. (1994),1994,Comedy
1823486,"GR: USD 84,049,211 (USA)",84049211,Cliffhanger (1993),1993,Action
1823740,"GR: USD 13,040,603 (USA)",13040603,Clockers (1995),1995,Crime
1823753,"GR: USD 444,354 (USA) (23 August 1998)",444354,Clockwatchers (1997),1997,Comedy
1823865,"GR: USD 15,693,175 (USA) (1980)",15693175,Close Encounters of the Third Kind (1977),1977,Adventure
1824623,"GR: USD 49,403,013 (USA) (20 August 1995)",49403013,Clueless (1995),1995,Comedy
1824923,"GR: USD 1,007,583 (USA)",1007583,Cobb (1994),1994,Biography
1825343,"GR: USD 76,100,000 (USA)",76100000,Cocoon (1985),1985,Comedy
1825348,"GR: USD 18,924,919 (USA)",18924919,Cocoon: The Return (1988),1988,Adventure
1827008,"GR: USD 19,726,050 (USA) (1 January 1995)",19726050,Color of Night (1994),1994,Drama
1827800,"GR: USD 847,306 (USA)",847306,Come See the Paradise (1990),1990,Drama
1828055,"GR: USD 479,828 (USA) (9 May 1999)",479828,Comedian Harmonists (1997),1997,Biography
1828716,"GR: USD 488,419 (USA) (11 May 1997)",488419,Commandments (1997),1997,Comedy
1829283,"GR: USD 21,665,500 (USA)",21665500,Como agua para chocolate (1992),1992,Drama
1829882,"GR: USD 101,087,161 (USA) (5 October 1997)",101087161,Con Air (1997),1997,Action
1830096,"GR: USD 38,511,612 (USA) (5 July 1982)",38511612,Conan the Barbarian (1982),1982,Action
1830509,"GR: USD 5,373 (USA) (19 March 2000)",5373,Condo Painting (2000),2000,Documentary
1831084,"GR: USD 75,791,168 (USA) (16 July 1995)",75791168,Congo (1995),1995,Action
1831593,"GR: USD 76,081,498 (USA) (23 November 1997)",76081498,Conspiracy Theory (1997),1997,Action
1831790,"GR: USD 100,853,835 (USA) (2 November 1997)",100853835,Contact (1997),1997,Drama
1831904,"GR: USD 2,082,061 (USA) (28 November 1999)",2082061,Conte d'automne (1998),1998,Drama
1832720,"GR: USD 10,919,177 (USA) (26 September 1999)",10919177,Cookie's Fortune (1999),1999,Comedy
1832852,"GR: USD 68,856,263 (USA)",68856263,Cool Runnings (1993),1993,Adventure
1832956,"GR: USD 44,886,089 (USA) (16 November 1997)",44886089,Cop Land (1997),1997,Crime
1833175,"GR: USD 32,051,917 (USA)",32051917,Copycat (1995),1995,Crime
1834154,"GR: USD 369,018 (USA) (1 September 1996)",369018,Cortazar (1994),1994,Documentary
1834632,"GR: USD 299,351 (USA) (22 October 2000)",299351,Cotton Mary (1999),1999,Drama
1835117,"GR: USD 8,390,574 (USA) (9 December 1984)",8390574,Country (1984),1984,Drama
1835175,"GR: USD 350,354 (USA)",350354,Country Life (1994),1994,Drama
1835442,"GR: USD 58,918,501 (USA) (27 October 1996)",58918501,Courage Under Fire (1996),1996,Drama
1835618,"GR: USD 1,161,063 (USA) (16 August 1998)",1161063,Cousin Bette (1998),1998,Comedy
1836147,"GR: USD 60,786,269 (USA) (1 January 2001)",60786269,Coyote Ugly (2000),2000,Comedy
1836375,"GR: USD 2,899,970 (USA) (23 April 2000)",2899970,Cradle Will Rock (1999),1999,Drama
1836516,"GR: USD 3,168,660 (USA) (20 April 1997)",3168660,Crash (1996),1996,Drama
1836984,"GR: USD 1,954,202 (USA) (7 November 1999)",1954202,Crazy in Alabama (1999),1999,Comedy
1837764,"GR: USD 26,394 (USA) (8 October 2000)",26394,Crime + Punishment in Suburbia (2000),2000,Drama
1837962,"GR: USD 18,254,702 (USA)",18254702,Crimes and Misdemeanors (1989),1989,Comedy
1837991,"GR: USD 19,313,253 (USA) (1 February 1987)",19313253,Crimes of the Heart (1986),1986,Comedy
1838160,"GR: USD 91,400,000 (USA)",91400000,Crimson Tide (1995),1995,Action
1838360,"GR: USD 141,853 (USA) (16 November 1997)",141853,Critical Care (1997),1997,Comedy
1838411,"GR: USD 348,660 (USA) (12 December 1999)",348660,"Crna macka, beli macor (1998)",1998,Comedy
1838481,"GR: USD 174,803,506 (USA) (1987)",174803506,Crocodile Dundee (1986),1986,Adventure
1672111,"GR: USD 109,305,000 (USA)",109305000,Crocodile Dundee II (1988),1988,Action
1838619,"GR: USD 13,640,000 (USA)",13640000,Crooklyn (1994),1994,Comedy
1838850,"GR: USD 1,300,000 (USA)",1300000,Crossfire (1947),1947,Crime
1839137,"GR: USD 6,198,916 (USA) (29 October 2000)",6198916,Croupier (1998),1998,Crime
1839311,"GR: USD 38,201,895 (USA) (1 August 1999)",38201895,Cruel Intentions (1999),1999,Drama
1839442,"GR: USD 3,174,695 (USA)",3174695,Crumb (1994),1994,Biography
1839754,"GR: USD 676,525 (USA)",676525,"Cry, the Beloved Country (1995)",1995,Drama
1840524,"GR: USD 489,220 (USA) (29 November 1998)",489220,Cube (1997),1997,Horror
1843039,"GR: USD 5,820,020 (USA)",5820020,Cyrano de Bergerac (1990),1990,Biography
1843756,"GR: USD 45,607,617 (USA) (21 August 1994)",45607617,D2: The Mighty Ducks (1994),1994,Action
1843757,"GR: USD 22,936,273 (USA) (2 February 1997)",22936273,D3: The Mighty Ducks (1996),1996,Action
1844312,"GR: USD 2,603,061 (USA)",2603061,Da hong deng long gao gao gua (1991),1991,Drama
1844997,"GR: USD 26,933 (USA) (13 October 1996)",26933,Dadetown (1995),1995,Drama
1846390,"GR: USD 3,880,880 (USA) (11 June 1978)",3880880,Damien: Omen II (1978),1978,Horror
1846990,"GR: USD 15,814,088 (USA) (18 October 1998)",15814088,Dance with Me (1998),1998,Drama
1847035,"GR: USD 240,514 (USA) (1 August 1999)",240514,Dancemaker (1998),1998,Documentary
1847048,"GR: USD 4,184,036 (USA) (22 December 2000)",4184036,Dancer in the Dark (2000),2000,Crime
1847051,"GR: USD 565,592 (USA) (19 July 1998)",565592,"Dancer, Texas Pop. 81 (1998)",1998,Comedy
1847080,"GR: USD 184,208,848 (USA)",184208848,Dances with Wolves (1990),1990,Adventure
1847235,"GR: USD 2,285,194 (USA) (11 April 1999)",2285194,Dancing at Lughnasa (1998),1998,Drama
1847595,"GR: USD 4,530,929 (USA) (5 July 1998)",4530929,Dangerous Beauty (1998),1998,Biography
1847692,"GR: USD 72,495 (USA)",72495,Dangerous Game (1993),1993,Drama
1847699,"GR: USD 5,079,851 (USA) (9 March 1997)",5079851,Dangerous Ground (1997),1997,Crime
1847722,"GR: USD 34,700,000 (USA)",34700000,Dangerous Liaisons (1988),1988,Drama
1847739,"GR: USD 84,919,401 (USA)",84919401,Dangerous Minds (1995),1995,Biography
1848628,"GR: USD 67,155,742 (USA) (8 June 1997)",67155742,Dante's Peak (1997),1997,Action
1849147,"GR: USD 14,337,579 (USA) (19 April 1998)",14337579,Dark City (1998),1998,Mystery
1850182,"GR: USD 11,433,134 (USA) (27 April 1997) (re-issue)",11433134,Das Boot (1981),1981,Action
1851871,"GR: USD 91,145 (USA)",91145,Das Versprechen (1995),1995,Drama
1853052,"GR: USD 1,640,678 (USA) (26 July 1992)",1640678,Daughters of the Dust (1991),1991,Drama
1853104,"GR: USD 63,270,710 (USA)",63270710,Dave (1993),1993,Comedy
1854045,"GR: USD 32,885,565 (USA) (17 February 1997)",32885565,Daylight (1996),1996,Action
1854142,"GR: USD 3,446,749 (USA) (1978)",3446749,Days of Heaven (1978),1978,Drama
1854166,"GR: USD 82,670,733 (USA)",82670733,Days of Thunder (1990),1990,Action
1854918,"GR: USD 249,530 (USA)",249530,De eso no se habla (1993),1993,Drama
1856252,"GR: USD 38,016,380 (USA)",38016380,Dead Again (1991),1991,Mystery
1856325,"GR: USD 7,825,009 (USA)",7825009,Dead Calm (1989),1989,Thriller
1856595,"GR: USD 1,025,488 (USA) (14 July 1996)",1025488,Dead Man (1995),1995,Drama
1856613,"GR: USD 15,062,898 (USA) (22 November 1998)",15062898,Dead Man on Campus (1998),1998,Comedy
1856608,"GR: USD 39,025,000 (USA)",39025000,Dead Man Walking (1995),1995,Crime
1856672,"GR: USD 18,196,170 (USA) (5 July 1982)",18196170,Dead Men Don't Wear Plaid (1982),1982,Comedy
1856727,"GR: USD 95,860,116 (USA)",95860116,Dead Poets Society (1989),1989,Drama
1856763,"GR: USD 9,134,733 (USA)",9134733,Dead Ringers (1988),1988,Drama
1857326,"GR: USD 8,988,731 (USA)",8988731,Deadly Friend (1986),1986,Drama
1857769,"GR: USD 7,061,018 (USA) (12 January 1997)",7061018,Dear God (1996),1996,Comedy
1857796,"GR: USD 16,875 (USA) (18 July 1999)",16875,Dear Jesse (1998),1998,Documentary
1858038,"GR: USD 58,422,650 (USA)",58422650,Death Becomes Her (1992),1992,Comedy
1858361,"GR: USD 16,116,878 (USA) (15 December 1985)",16116878,Death Wish 3 (1985),1985,Action
1858362,"GR: USD 6,767,690 (USA) (20 December 1987)",6767690,Death Wish 4: The Crackdown (1987),1987,Action
1858363,"GR: USD 7,533,000 (USA) (14 March 1982)",7533000,Death Wish II (1982),1982,Action
1858364,"GR: USD 1,700,929 (USA) (5 June 1994)",1700929,Death Wish V: The Face of Death (1994),1994,Action
1859092,"GR: USD 572,433 (USA) (15 February 1998)",572433,Deceiver (1997),1997,Crime
1859351,"GR: USD 10,569,071 (USA) (8 March 1998)",10569071,Deconstructing Harry (1997),1997,Comedy
1859542,"GR: USD 73,648,142 (USA) (28 November 1999)",73648142,Deep Blue Sea (1999),1999,Action
1859617,"GR: USD 140,459,099 (USA) (20 September 1998)",140459099,Deep Impact (1998),1998,Action
1859753,"GR: USD 11,146,409 (USA) (12 April 1998)",11146409,Deep Rising (1998),1998,Action
1860181,"GR: USD 16,371,128 (USA)",16371128,Defending Your Life (1991),1991,Comedy
1896980,"GR: USD 821,997 (USA) (19 July 1998)",821997,Deja� Vu (1997),1997,Drama
1860806,"GR: USD 1,794,187 (USA)",1794187,Delicatessen (1991),1991,Comedy
1861004,"GR: USD 46,122,355 (USA) (1972)",46122355,Deliverance (1972),1972,Adventure
1861514,"GR: USD 58,055,768 (USA)",58055768,Demolition Man (1993),1993,Action
1862412,"GR: USD 168,614 (USA)",168614,Denise Calls Up (1995),1995,Comedy
1866391,"GR: USD 366,506 (USA) (11 August 1996)",366506,Der bewegte Mann (1994),1994,Comedy
1866400,"GR: USD 77,982 (USA) (9 December 2001)",77982,Der blaue Engel (1930),1930,Drama
1864055,"GR: USD 3,806,540 (USA) (20 September 1998) (re-issue)",3806540,Der Himmel �ber Berlin (1987),1987,Drama
1864846,"GR: USD 5,595,706 (USA) (30 November 1986)",5595706,Der Name der Rose (1986),1986,Crime
1866000,"GR: USD 49,166 (USA) (5 September 1999)",49166,Der Unhold (1996),1996,Drama
1868310,"GR: USD 161,946 (USA) (18 May 1986)",161946,Desert Bloom (1986),1986,Drama
1868312,"GR: USD 99,147 (USA) (15 August 1999)",99147,Desert Blue (1998),1998,Drama
1868890,"GR: USD 25,625,110 (USA)",25625110,Desperado (1995),1995,Action
1869010,"GR: USD 13,806,137 (USA) (19 April 1998)",13806137,Desperate Measures (1998),1998,Action
1869092,"GR: USD 27,398,584 (USA) (11 August 1985)",27398584,Desperately Seeking Susan (1985),1985,Comedy
1869461,"GR: USD 1,176,982 (USA)",1176982,Destiny Turns on the Radio (1995),1995,Comedy
1870038,"GR: USD 144,583 (USA) (21 May 2000)",144583,Deterrence (1999),1999,Drama
1870151,"GR: USD 4,193,025 (USA) (12 September 1999)",4193025,Detroit Rock City (1999),1999,Comedy
1870221,"GR: USD 65,535,067 (USA) (23 April 2000)",65535067,Deuce Bigalow: Male Gigolo (1999),1999,Comedy
1870798,"GR: USD 16,030,096 (USA)",16030096,Devil in a Blue Dress (1995),1995,Crime
1871727,"GR: USD 17,000,000 (USA)",17000000,Diabolique (1996),1996,Drama
1872091,"GR: USD 81,897 (USA) (20 February 2000)",81897,Diamonds (1999),1999,Comedy
1872587,"GR: USD 6,241,697 (USA) (5 September 1999)",6241697,Dick (1999),1999,Comedy
