movieid,title,year,genres,Currency,Budget,Gross_Revenue,Additional_Data,Copyright
1763653,Beneath the Planet of the Apes (1970),1970,"Action, Adventure, Sci-Fi",USD,"3,000,000.00","17,489,009.00",,"Copyright © MCMLXIX by APJAC Productions, Inc. and Twentieth Century-Fox Film Corporation. All Rights Reserved"
2130342,Little Big Man (1970),1970,"History, Western",USD,"15,000,000.00","31,559,552.00",,Hiller Productions; 9 December 1970; LP39207 (in copyright registry)
2251761,Patton (1970),1970,"Biography, Drama, History, War",USD,"12,000,000.00","61,700,000.00",,Copyright 1969 Twentieth Century-Fox Film Corporation (on print); Twentieth Century-Fox Film Corporation; 30 December 1969; LP38179 (in copyright registry)
2509841,Tora! Tora! Tora! (1970),1970,"Action, Adventure, Drama, History, War",USD,"25,000,000.00","14,500,000.00",,Copyright © MCMLXX by Twentieth Century-Fox Film Corporation
2408389,The AristoCats (1970),1970,"Adventure, Animation, Comedy, Family, Music",USD,"4,000,000.00","17,452,658.00","1,200,000 (Sweden)",©1970 Walt Disney Productions
1941100,Five Easy Pieces (1970),1970,Drama,USD,"1,600,000.00","18,099,091.00",,"Copyright 1970 Columbia Pictures Industries, Inc."
2570825,Willy Wonka & the Chocolate Factory (1971),1971,"Family, Fantasy, Musical",USD,"3,000,000.00","4,000,000.00",,"COPYRIGHT © MCMLXXI BY WOLPER PICTURES, LTD. AND THE QUAKER OATS COMPANY ALL RIGHTS RESERVED"
1685463,A Clockwork Orange (1971),1971,"Crime, Drama, Sci-Fi",USD,"2,200,000.00","26,589,355.00","5,027,172 (Spain) (20 December 2002) | 4,229,886 (Spain) | 360,941 (Sweden) | 363,297 (West Germany) (1987) | 2,500,000 (West Germany) (1972)",© Copyright MCMLXXI by Warner Bros Inc. and Polaris Productions Inc. All Rights Reserved
2434561,The French Connection (1971),1971,"Action, Crime, Thriller",USD,"1,800,000.00","51,700,000.00","344,859 (Argentina) | 243,908 (Sweden)",Copyright © MCMLXXI by Twentieth Century-Fox Film Corporation (on print); Twentieth Century-Fox Film Corp.; 7 October 1971; LP40443 (in copyright registry)
1727413,And Now for Something Completely Different (1971),1971,Comedy,USD,"100,000.00","378,828.00","130,331 (Denmark) (1980) | 175,559 (Spain)",Copyright © MCMLXXI Kettledrum/Lownes Productions Ltd.
2338707,Shaft (1971),1971,"Action, Thriller",USD,"1,125,000.00","12,121,618.00",,"© 1971 Turner Entertainment Co., a Time Warner Company"
1919898,Escape from the Planet of the Apes (1971),1971,"Action, Sci-Fi",USD,"2,500,000.00","12,300,000.00",,"Copyright © MCMLXXI by APJAC Productions,Inc. and Twentieth Century-Fox Film Corp. All Rights Reserved"
1760386,Bedknobs and Broomsticks (1971),1971,"Adventure, Family, Fantasy, Musical",USD,"20,000,000.00","838,193.00","95,027 (Sweden)",MCMLXXI Walt Disney Productions
1951390,Frenzy (1972),1972,"Crime, Thriller",USD,"2,000,000.00","16,000,000.00","266,856 (Sweden)",Copyright © MCMLXXII By Universal Pictures Limited. All Rights Reserved (on print)
2468209,The Poseidon Adventure (1972),1972,"Action, Adventure",USD,"5,000,000.00","264,850.00","121,638 (Sweden)",COPYRIGHT © MCMLXXII BY TWENTIETH CENTURY-FOX FILM CORPORATION ALL RIGHTS RESERVED (on print)
1861004,Deliverance (1972),1972,"Adventure, Drama, Thriller",USD,"2,000,000.00","46,122,355.00","156,564 (Sweden)","©1972 Warner Bros., Inc."
1923981,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),1972,Comedy,USD,"2,000,000.00","18,016,290.00","1,737,735 (France) | 1,096,408 (Spain)",United Artists Corporation; 6 August 1972; LP41094 (in copyright registry)
2261350,Pink Flamingos (1972),1972,"Comedy, Crime, Horror",USD,"10,000.00","180,483.00",,
2437277,The Godfather (1972),1972,"Crime, Drama",USD,"6,000,000.00","134,966,411.00","3,720,860 (Argentina) | 767,930 (France) | 3,708,300 (France) | 4,973,784 (Spain) | 760,000 (Sweden)",Copyright © 1972 by Paramount Pictures Corporation (on print); Paramount Pictures Corporation; 23 February 1972; LP40563 (in copyright registry)
1831363,Conquest of the Planet of the Apes (1972),1972,"Action, Sci-Fi",USD,"1,700,000.00","9,000,000.00",,Copyright © MCMLXXII by APJAC Productions Inc and Twentieth Century-Fox Film Corp
1798275,Cabaret (1972),1972,"Drama, Musical",USD,"6,000,000.00","42,765,000.00","143,152 (Hungary) (1980) | 632,000 (Sweden)",Copyright © MCMLXXII by ABC Pictures Corp. and Allied Artists Pictures Corporation. All Rights Reserved. (on print)
2354226,Sleeper (1973),1973,"Comedy, Sci-Fi",USD,"2,000,000.00","18,344,729.00",,Copyright Jack Rollins and Charles H. Joffe Productions MCMLXXIII (on print); Jack Rollins and Charles H. Joffe Productions; 11 December 1973; LP43135 (in copyright registry)
2131729,Live and Let Die (1973),1973,"Action, Crime, Thriller",USD,"7,000,000.00","35,377,836.00","20,100,000 (USA) | 954,000 (Sweden)",LIVE AND LET DIE Copyright © MCMLXXIII Danjaq S.A. All Rights Reserved
2246675,Papillon (1973),1973,"Biography, Crime, Drama",USD,"12,000,000.00","53,267,000.00","3,852,000 (France) | 785,000 (Sweden) | 8,500,000 (West Germany)",© COPYRIGHT 1973 PAPILLON PARTNERSHIP ALL RIGHTS RESERVED
1721919,American Graffiti (1973),1973,"Comedy, Drama",USD,"777,000.00","21,300,000.00","1,100,000 (Sweden) | 1,075,976 (Sweden)",COPYRIGHT © MCMLXXIII BY UNIVERSAL PICTURES ALL RIGHTS RESERVED
1757698,Battle for the Planet of the Apes (1973),1973,"Action, Sci-Fi",USD,"1,800,000.00","8,800,000.00",,MCMLXXIII Twentieth Century-Fox Film Corporation
2305931,Robin Hood (1973),1973,"Adventure, Animation, Comedy, Family, Romance",USD,"15,000,000.00","32,056,467.00","3,881,600 (France) (14 November 2007) | 816,000 (Sweden)",Walt Disney Productions; 25 October 1973; LP42905 (in copyright registry)
2430234,The Exorcist (1973),1973,"Horror, Thriller",USD,"10,497,444.00","204,565,000.00","1,020,734 (Argentina) (8 May 2001) | 1,261,061 (France) (24 April 2001) | 1,249,778 (France) (17 April 2001) | 1,226,509 (France) (10 April 2001) | 1,172,332 (France) (3 April 2001) | 1,032,045 (France) (27 March 2001) | 621,727 (France) (20 March 2001) | 4,808,160 (Spain) (26 September 2003) | 2,037,399 (Spain) (10 August 2002) (director's cut) | 2,016,322 (Spain) (25 June 2001) (director's cut) | 2,343,845 (Spain) (31 December 1977) | 601,000 (Sweden)",Warner Bros. Inc. and Hoya Productions Inc.; 26 December 1973; LP42969 (in copyright registry)
2481665,The Sting (1973),1973,"Comedy, Crime, Drama",USD,"5,500,000.00","156,000,000.00","1,320,700 (Argentina) | 1,100,000 (Sweden)",©MCMLXXIII BY UNIVERSAL PICTURES. All Rights Reserved (on print); Universal Pictures; 25 December 1973; LP43548 (in copyright registry)
2456586,The Man with the Golden Gun (1974),1974,"Action, Adventure, Crime, Thriller",USD,"13,000,000.00","20,972,000.00","10,250,000 (USA) | 644,000 (Sweden)",THE MAN WITH THE GOLDEN GUN Copyright © MCMLXXIV Danjaq S.A. All Rights Reserved
2437299,The Godfather: Part II (1974),1974,"Crime, Drama",USD,"13,000,000.00","57,300,000.00","1,850,970 (Argentina) | 1,328,923 (Spain) | 275,833 (Sweden)",Copyright © 1974 by Paramount Pictures Corporation and The Coppola Company (on print); Paramount Pictures Corporation and The Coppola Company; 9 December 1974; LP44010 (in copyright registry)
1711398,Airport 1975 (1974),1974,"Action, Drama, Thriller",USD,"3,000,000.00","47,285,152.00","260,926 (Sweden)",© MCMLXXIV BY UNIVERSAL PICTURES. (on print)
1776556,Blazing Saddles (1974),1974,"Comedy, Western",USD,"2,600,000.00","119,500,000.00",,© Copyright MCMLXXIV by Warner Bros. Inc. (on print)
2421643,The Conversation (1974),1974,"Drama, Mystery, Thriller",USD,"1,600,000.00","4,420,000.00",,Copyright © 1974 by Paramount Pictures Corporation (on print); Paramount Pictures Corporation; 6 April 1974; LP43355) (in copyright registry)
2486246,The Towering Inferno (1974),1974,"Action, Thriller",USD,"14,000,000.00","116,000,000.00","884,000 (Sweden)",Copyright © MCMLXXIV by Twentieth Century-Fox Film Corporation and Warner Bros. Inc. All Rights Reserved
1816691,Chinatown (1974),1974,"Crime, Drama, Mystery, Thriller",USD,"6,000,000.00","30,000,000.00",,Copyright ©1974 by Long Road Productions. (on print); Long Road Productions; 20 June 1974; LP43628 (in copyright registry)
1898372,Earthquake (1974),1974,"Action, Drama, Thriller",USD,"7,000,000.00","79,700,000.00",,COPYRIGHT © MCMLXXIV BY UNIVERSAL PICTURES ALL RIGHTS RESERVED
2500912,Thunderbolt and Lightfoot (1974),1974,"Comedy, Crime, Drama",USD,"4,000,000.00","25,000,000.00","531,947 (France) (1974)",© 1974 Malpaso Productions
2583633,Young Frankenstein (1974),1974,Comedy,USD,"2,800,000.00","86,300,000.00","566,000 (Sweden)",copyright MCMLXXIV Twentieth Century-Fox Film Corporation
1763877,Benji (1974),1974,"Adventure, Family, Romance",USD,"500,000.00","39,552,600.00",,
2482984,The Sugarland Express (1974),1974,"Adventure, Comedy, Crime, Drama",USD,"3,000,000.00","7,500,000.00",,Universal Pictures; 31 March 1974; LP3768 (in copyright registry)
1858357,Death Wish (1974),1974,"Crime, Drama, Thriller",USD,"3,000,000.00","22,000,000.00","1,561,266 (France) | 650,605 (Hungary) | 843,943 (Spain) | 3,600,000 (West Germany)",COPYRIGHT© DINO DE LAURENTIIS CORPORATION MCMLXXIV
2474100,The Rocky Horror Picture Show (1975),1975,"Comedy, Musical",USD,"1,200,000.00","139,876,417.00",,©MCMLXXV Houtsnede Maatschappij N.V.
2472800,The Return of the Pink Panther (1975),1975,"Comedy, Crime, Mystery",USD,"5,000,000.00","17,000,000.00","184,034 (Sweden)",(c) 1975 United Artists Corporation
2508085,Tommy (1975),1975,"Drama, Fantasy, Musical",USD,"5,000,000.00","1,152,866.00","85,454 (Sweden)",© 1975 The Robert Stigwood Organisation Ltd.
2231909,One Flew Over the Cuckoo's Nest (1975),1975,Drama,USD,"4,400,000.00","112,000,000.00","1,119,769 (Denmark) | 199,306 (Spain) (1987) (reissue) | 3,677,050 (Spain) (1975) (release) | 1,005,303 (Sweden) (1976)",COPYRIGHT © 1975 BY N.V. ZWALUW. ALL RIGHTS RESERVED. (on print)
2048619,Jaws (1975),1975,"Adventure, Horror, Thriller",USD,"8,000,000.00","23,652,570.00","6,261,327 (France) (1976) | 5,880,000 (Germany) | 1,567,612 (Hungary) | 1,300,000 (Sweden)",© MCMLXXV by Universal Pictures. All rights reserved. (on print); Universal City Studios; 20 June 1975; LP44550 (in copyright registry)
2140806,Love and Death (1975),1975,"Comedy, War",USD,"3,000,000.00","20,123,742.00",,Jack Rollins-Charles H. Joffe Productions; 9 June 1975; LP44886 (in copyright registry)
2201727,Nashville (1975),1975,"Drama, Music",USD,"2,200,000.00","9,984,123.00",,"Copyright ©MCMLXXV American Broadcasting Company, Inc."
1756391,Barry Lyndon (1975),1975,"Adventure, Drama, Romance, War",USD,"11,000,000.00","20,000,000.00","1,000,000 (Germany) | 1,357,139 (Spain) (20 December 2002)",Copyright 1975 Hawk Films/Warner Bros.
2072510,King Kong (1976),1976,"Adventure, Fantasy, Romance, Sci-Fi, Thriller",USD,"24,000,000.00","7,023,921.00","80,705 (Sweden) (1976)",© Copyright 1976 by Dino De Laurentiis Corp.
2133798,Logan's Run (1976),1976,"Action, Sci-Fi",USD,"9,000,000.00","25,000,000.00",,© MCMLXXVI By Metro-Goldwyn-Mayer Inc. All rights in this Motion Picture reserved under International Conventions
1740811,Assault on Precinct 13 (1976),1976,"Action, Thriller",USD,"150,000.00","273,623.00",,© MCMLXXVI C K K Corporation
2206242,Network (1976),1976,Drama,USD,"3,800,000.00","23,689,877.00","84,026 (Hungary)","© Renewed 2004 by Turner Entertainment Company, a Time Warner Company & Metro-Goldwyn-Mayer Studios, Inc."
2397128,Taxi Driver (1976),1976,"Crime, Drama",USD,"1,300,000.00","28,262,574.00","1,200,000 (Germany)","Copyright © MCMLXXVI by Columbia Pictures Industries, Inc. All Rights Reserved (on print)"
1930227,Family Plot (1976),1976,"Comedy, Thriller",USD,"4,490,375.00","13,200,000.00",,"© COPYRIGHT MCMLXXVI BY UNIVERSAL PICTURES. ALL RIGHTS RESERVED (on print); Universal City Studios, LLLP; 9 April 1976; LP45934 (in copyright registry)"
1805225,Carrie (1976),1976,"Horror, Thriller",USD,"1,800,000.00","33,800,000.00","1,540,760 (Argentina) | 1,460,913 (Spain)",COPYRIGHT ©MCMLXXVI UNITED ARTISTS CORPORATION ALL RIGHTS RESERVED
2463624,The Omen (1976),1976,"Horror, Mystery",USD,"2,800,000.00","4,273,886.00",,Original Music © 1976 Fox Fanfare Music Inc.
2307228,Rocky (1976),1976,"Drama, Sport",USD,"1,100,000.00","117,235,247.00","608,000 (Sweden)",United Artists Corp.; 1 November 1976; LP47252 (in copyright registry)
1823865,Close Encounters of the Third Kind (1977),1977,"Adventure, Drama, Sci-Fi",USD,"19,400,870.00","15,693,175.00","3,094,000 (France) | 448,118 (Sweden)","Copyright ©1977. 1980 Columbia Pictures Industries, Inc. All Rights Reserved"
2257129,Pete's Dragon (1977),1977,"Adventure, Family, Fantasy, Musical",USD,"10,000,000.00","4,100,000.00",,Copyright MCMLXXVII Walt Disney Productions
1925449,Exorcist II: The Heretic (1977),1977,"Horror, Mystery, Thriller",USD,"14,000,000.00","6,735,000.00",,
1918312,Eraserhead (1977),1977,"Fantasy, Horror",USD,"20,000.00","7,000,000.00","122,507 (France)",(1976) David Lynch
2371726,Star Wars (1977),1977,"Action, Adventure, Fantasy, Sci-Fi",USD,"11,000,000.00","460,935,665.00","397,584 (Finland) | 1,619,532 (France) (22 April 1997) (reissue) | 1,118,614 (France) (25 March 1997) (reissue) | 169,944 (France) (18 March 1997) (opening week) (reissue) | 25,050 (France) (12 March 1997) (opening day) (reissue) | 6,414,000 (France) | 1,795,614 (France) (reissue) | 1,062,125 (France) (original release) | 2,087,944 (Germany) (28 April 1997) (special edition) | 1,937,423 (Germany) (14 April 1997) (special edition) | 1,735,931 (Germany) (8 April 1997) (special edition) | 1,365,025 (Germany) (2 April 1997) (special edition) | 660,539 (Germany) (23 March 1997) (special edition) | 85,115 (Portugal) (10 April 1997) (reissue) | 72,119 (Portugal) (3 April 1997) (reissue) | 47,908 (Portugal) (27 March 1997) (reissue) | 6,900,868 (Spain) (13 July 2001) | 6,130,171 (Spain) (20 March 1997) | 5,595,857 (Spain) (1 July 1986) | 534,314 (Spain) (1986) (re-release version to date) | 5,595,857 (Spain) (1977) (release version to date) | 770,542 (Spain) (special edition to date) | 609,000 (Sweden) | 240,583 (Sweden) (reissue)",Twentieth Century-Fox Film Corporation (original version); Lucasfilm Ltd. (special edition)
1730975,Annie Hall (1977),1977,"Comedy, Drama, Romance",USD,"4,000,000.00","38,251,425.00","1,344,539 (France) | 200,544 (Hungary) (1980) | 1,915,584 (Spain) | 291,482 (Sweden)","© 1977 by Metro-Goldwyn-Mayer Studios, Inc."
2446644,The Kentucky Fried Movie (1977),1977,Comedy,USD,"650,000.00","15,000,000.00",,
2481073,The Spy Who Loved Me (1977),1977,"Action, Adventure, Crime, Thriller",USD,"14,000,000.00","1,539,734.00","21,000,000 (USA) | 812,000 (Sweden)",THE SPY WHO LOVED ME Copyright © MCMLXXVII Danjaq S.A. All rights reserved
2472465,The Rescuers (1977),1977,"Adventure, Animation, Crime, Drama, Family, Fantasy, Mystery",USD,"1,200,000.00","21,215,869.00","247,531 (Spain) (1989) | 152,242 (Spain) (1983) | 551,288 (Spain) (1977) | 738,281 (Sweden)","© Copyright 1977 Walt Disney Productions (on print); Disney Enterprises, Inc.; 21 June 1977; LP49678 (in copyright registry)"
2172829,Midnight Express (1978),1978,"Biography, Crime, Drama",USD,"2,300,000.00","35,000,000.00","275,212 (Sweden)",
2434963,The Fury (1978),1978,"Drama, Horror, Sci-Fi, Thriller",USD,"5,500,000.00","24,000,000.00",,Twentieth Century Fox Film Coorperation
2261929,Piranha (1978),1978,"Comedy, Horror, Sci-Fi",USD,"600,000.00","1,585,673.00","89,669 (Sweden)",COPYRIGHT © 1978 PIRANHA PRODUCTIONS
2384520,Superman (1978),1978,"Action, Adventure, Sci-Fi",USD,"55,000,000.00","40,925,251.00","5,267,500 (Spain) | 383,346 (Sweden)",Film Export A.G.
2415427,The Boys from Brazil (1978),1978,"Drama, Sci-Fi, Thriller",USD,"12,000,000.00","19,000,000.00",,ITC Entertainment Ltd.
1854142,Days of Heaven (1978),1978,"Drama, Romance",USD,"3,000,000.00","3,446,749.00",,
2425222,The Deer Hunter (1978),1978,"Drama, War",USD,"15,000,000.00","50,000,000.00","800,000 (Germany) | 2,211,025 (Spain) | 414,499 (Sweden) | 342,032 (Sweden)","Copyright ©1978 EMI Films, Inc. All Rights Reserved. (on print)"
2048622,Jaws 2 (1978),1978,"Horror, Thriller",USD,"20,000,000.00","9,866,023.00","2,967,354 (France) (1978) | 382,824 (Sweden)","COPYRIGHT © MCMLXXVIII BY UNIVERSAL CITY STUDIOS, INC. ALL RIGHTS RESERVED"
2038091,Interiors (1978),1978,Drama,USD,"10,000,000.00","10,432,466.00",,Copyright © United Artists Corporation 1978 (on print); United Artists Corporation; 6 December 1978; PA21637 (in copyright registry)
1729818,Animal House (1978),1978,"Comedy, Romance",USD,"3,000,000.00","201,747.00","379,493 (Sweden)","Universal City Studios, Inc."
2452910,The Lord of the Rings (1978),1978,"Adventure, Animation, Drama, Fantasy",USD,"4,000,000.00","30,471,420.00","259,514 (Sweden)",COPYRIGHT ©1978 BY THE SAUL ZAENTZ PRODUCTION COMPANY
1984278,Halloween (1978),1978,"Horror, Thriller",USD,"325,000.00","47,000,000.00","750,000 (Germany) | 118,606 (Sweden)",Falcon International Productions
1946379,Force 10 from Navarone (1978),1978,"Action, Drama, War",USD,"5,000,000.00","7,100,000.00","311,928 (Sweden)",Copyright © MCMLXXVIII by Navarone Productions Limited. all rights reserved
1976610,Grease (1978),1978,"Musical, Romance",USD,"6,000,000.00","305,260.00","244,213 (Germany) (19 July 1998) | 172,937 (Germany) (12 July 1998) | 70,652 (Germany) (5 July 1998) (opening week) | 1,203,559 (Sweden)",Copyright © MCMLXXVIII by Paramount Pictures Corporation All Rights Reserved (on print)
1927021,Eyes of Laura Mars (1978),1978,"Horror, Mystery, Thriller",USD,"7,000,000.00","20,000,000.00",,
2307246,Rocky II (1979),1979,"Drama, Sport",USD,"7,000,000.00","6,390,537.00","166,811 (Sweden)",
2421254,The Concorde... Airport '79 (1979),1979,"Action, Drama, Thriller",USD,"14,000,000.00","13,015,688.00","976,221 (France) (1979)","© MCMLXXIX By Universal City Studios, Inc."
2183675,Moonraker (1979),1979,"Action, Adventure, Crime, Sci-Fi, Thriller",USD,"34,000,000.00","7,108,344.00","24,900,000 (USA) | 649,898 (Sweden)",Danjaq S.A.
2413536,The Black Hole (1979),1979,"Action, Adventure, Family, Sci-Fi",USD,"20,000,000.00","35,841,901.00","65,059 (Sweden)",©Copyright MCMLXXIX Walt Disney Productions
