movieid,title,year,genres,Currency,Budget,Adjusted_Budget,Gross_Revenue,Adjusted_Gross_Revenue,Additional_Data,Copyright
2013180,Hud (1963),1963,Drama,USD,"2,500,000.00","25,206,898.15","16,446.00","165,821.06","114,557 (Spain) (1963)","COPYRIGHT © 1962 BY PARAMOUNT PICTURES CORPORATION SALEM PRODUCTIONS,INC. and DOVER PRODUCTIONS,INC. ALL RIGHTS RESERVED (on print); Salem Productions - Doyle Productions; 31 December 1962; LP25023 (in copyright registry)"
2020617,I tre volti della paura (1963),1963,Horror,,,,"103,500,000.00","1,043,565,583.33",,Alta Vista Productions (1963)
2361784,Son of Flubber (1963),1963,"Comedy, Family, Sci-Fi",,,,"22,129,412.00","223,125,533.75",,© Copyright MCMLXII Walt Disney Productions
2483674,The Sword in the Stone (1963),1963,"Adventure, Animation, Comedy, Family, Fantasy",,,,"12,000,000.00","120,993,111.11",,copyright MCMLXIII Walt Disney Productions (on print); Walt Disney Productions; 9 August 1963; LP26593 (in copyright registry)
2196886,Mélodie en sous-sol (1963),1963,"Crime, Drama, Romance",,,,"129,600,000.00","1,306,725,600.00",,© 1962 Cité Films
2040689,Irma la Douce (1963),1963,"Comedy, Romance",USD,"5,000,000.00","50,413,796.30","20,000,000.00","201,655,185.19",,"Copyright 1963 Metro-Goldwyn-Mayer Studios, Inc."
1811626,Charade (1963),1963,"Comedy, Mystery, Romance, Thriller",USD,"4,000,000.00","40,331,037.04","59,420.00","599,117.56","410,075 (Spain)","MCMLXIII by Universal Pictures Company, Inc. and Stanley Donen Films, Inc. All Rights Reserved"
1778025,Blood Feast (1963),1963,Horror,USD,"24,500.00","247,027.60","4,000,000.00","40,331,037.04",,"Box Office Spectaculars, Inc. (1963)"
2364887,Soy Cuba (1964),1964,Drama,,,,"160,697.00","1,594,753.11",,
1890437,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),1964,"Comedy, Sci-Fi, War",USD,"1,800,000.00","17,863,156.17","9,440,272.00","93,685,029.45","681,103 (Spain) (20 December 2002) | 679,721 (Spain) (31 December 2001)",Copyright (c) MCMLXIII Hawk Films Ltd. All Rights Reserved. (on print)
2121889,Les parapluies de Cherbourg (1964),1964,"Drama, Musical, Romance",,,,"18,425.00","182,849.25","1,322,784 (France) (1964)",
1689475,A Hard Day's Night (1964),1964,"Comedy, Musical",USD,"560,000.00","5,557,426.36","1,000,549.00","9,929,423.91","680,000 (Sweden)",Proscenium Films; 6 July 1964; LP28626 (in copyright registry)
2159258,Marnie (1964),1964,"Drama, Mystery, Romance, Thriller",USD,"3,000,000.00","29,771,926.95","7,000,000.00","69,467,829.54",,"Copyright © MCMLXIV by Geoffrey Stanley Inc. All Rights Reserved (on print); Geoffrey Stanley, Inc.; 22 July 1964; LP29190 (in copyright registry)"
2193264,My Fair Lady (1964),1964,"Drama, Musical, Romance",USD,"17,000,000.00","168,707,586.03","72,000,000.00","714,526,246.72","811,000 (Sweden)",Warner Bros. Pictures Inc.; 23 April 1964; LP33509 (in copyright registry)
1972324,Goldfinger (1964),1964,"Action, Adventure, Crime, Thriller",USD,"3,000,000.00","29,771,926.95","51,081,062.00","506,927,215.41","50,600,000 (USA) | 2,300,000 (Sweden)",© COPYRIGHT 1964 DANJAQ S.A. ALL RIGHTS RESERVED
2311011,Roustabout (1964),1964,"Drama, Music, Musical, Romance",,,,"3,000,000.00","29,771,926.95",,Copyright © 1964 by Hal B. Wallis and Joseph H. Hazen. Copyright renewed by Paramount Pictures Corporation.
2255064,Per un pugno di dollari (1964),1964,Western,USD,"200,000.00","1,984,795.13","3,500,000.00","34,733,914.77","3,281,146 (Spain) | 629,527 (West Germany) (1980)",© COPYRIGHT MCMLXIV JOLLY FILM S.R.L.
2160428,Mary Poppins (1964),1964,"Comedy, Family, Fantasy, Musical",USD,"6,000,000.00","59,543,853.89","9,396,754.00","93,253,157.87","4,317,618 (France) (1965) | 630,000 (Sweden)",© Copyright MCMLXIV Walt Disney Productions (on print); Walt Disney Productions; 18 August 1964; LP28936 (in copyright registry)
1883660,Doctor Zhivago (1965),1965,"Drama, Romance, War",USD,"11,000,000.00","108,082,903.11","111,721,910.00","1,097,748,033.95","6,083,616 (Spain) | 1,800,000 (Sweden)","Metro-Goldwyn-Mayer, Inc.; 31 December 1965: LP33315 (in copyright registry)"
2403659,That Darn Cat! (1965),1965,"Comedy, Thriller",,,,"28,062,222.00","275,731,492.85",,©Copyright MCMLXV Walt Disney Productions All Rights Reserved
2438827,The Great Race (1965),1965,"Action, Adventure, Comedy, Family, Musical, Romance, Sport",USD,"12,000,000.00","117,908,621.57","25,333,333.00","248,918,197.82",,"© Copyright MCMLXV by Warner Bros. Pictures, Inc. and Patricia-Jalem-Reynard Company"
1806794,Cat Ballou (1965),1965,"Comedy, Musical, Western",,,,"20,666,667.00","203,064,851.54",,Copyright © MCMLXV by The Harold Hecht Corporation All Rights Reserved (on print)
2255035,Per qualche dollaro in più (1965),1965,Western,USD,"600,000.00","5,895,431.08","15,000,000.00","147,385,776.96","5,520,971 (Spain)",©COPYRIGHT 1965 BY SERGIO LEONE AND FULVIO MORSELLA ALL RIGHTS RESERVED
2480294,The Sound of Music (1965),1965,"Biography, Drama, Family, Musical, Romance",USD,"8,200,000.00","80,570,891.41","657,168.00","6,457,147.75","3,650,700 (Argentina) | 1,884,738 (Sweden) (8 December 1967) | 3,400,000 (Sweden)","Copyright © MCMLXV by Argyle Enterprises, Inc., Twentieth Century-Fox Film Corporation; 2 March 1959; LP30289"
2296892,Rekopis znaleziony w Saragossie (1965),1965,"Adventure, Drama, Fantasy, Mystery",,,,"118,971.00","1,168,975.55",,
2500886,Thunderball (1965),1965,"Action, Adventure, Crime, Thriller",USD,"9,000,000.00","88,431,466.18","63,595,658.00","624,873,031.06","58,100,000 (USA) | 1,800,000 (Sweden)",©1965 Danjaq S.A.
2475387,The Sandpiper (1965),1965,Drama,USD,"5,300,000.00","52,076,307.86","14,000,000.00","137,560,058.50","364,070 (France) (1965) | 522,721 (Spain)","© MCMLXV BY METRO-GOLDWYN-MAYER. INC. AND VENICE PRODUCTION, INC. (on print)"
1994580,Help! (1965),1965,"Adventure, Comedy, Musical",USD,"1,500,000.00","14,738,577.70","4,831,000.00","47,468,045.90","561,000 (Sweden)",Copyright MCMLXV Walter Shenson Films Ltd. - Subafilms Ltd. All rights reserved (on print); Walter Shenson Films; 30 July 1965; LP31863 (in copyright registry)
2235600,Operazione paura (1966),1966,"Horror, Mystery",USD,"50,000.00","482,125.54","201,000,000.00","1,938,144,662.72",,
1779201,Blowup (1966),1966,"Drama, Mystery, Thriller",USD,"1,800,000.00","17,356,519.37","20,000,000.00","192,850,215.20",,Copyright 1966 Turner Entertainment Company
2024833,"Il buono, il brutto, il cattivo. (1966)",1966,"Adventure, Western",USD,"1,200,000.00","11,571,012.91","25,100,000.00","242,027,020.07",,2003 Restoration and Remastering © 2003 Metro-Goldwyn-Mayer Studios Inc. All Rights Reserved.
2567890,Who's Afraid of Virginia Woolf? (1966),1966,Drama,USD,"7,500,000.00","72,318,830.70","28,000,000.00","269,990,301.27",,"© Copyright MCMLXVI by Warner Bros. Pictures, Inc. (on print); Warner Bros. Pictures, Inc. - Chenault Productions; 2 July 1966; LP33596 (in copyright registry)"
1691642,A Man for All Seasons (1966),1966,"Biography, Drama, History",USD,"2,000,000.00","19,285,021.52","28,350,000.00","273,365,180.04",,"Copyright 1966, renewed 1994 Highland Films, Ltd."
1979447,Guess Who's Coming to Dinner (1967),1967,Drama,USD,"4,000,000.00","37,265,742.07","56,700,000.00","528,241,893.80",,Columbia Pictures Corporation; 31 December 1967; LP35733 (in copyright registry)
2426553,The Dirty Dozen (1967),1967,"Action, Drama, War",,,,"45,300,000.00","422,034,528.91","800,000 (Sweden)",© 1967 Turner Entertainment Company
2505515,"To Sir, with Love (1967)",1967,Drama,USD,"640,000.00","5,962,518.73","42,432,803.00","395,322,472.94",,Copyright © MCMLXVI Columbia (British) Productions Limited All Rights Reserved
2469496,The Producers (1967),1967,Comedy,USD,"941,000.00","8,766,765.82","111,866.00","1,042,192.38",,"""Copyright MCMLXVIII by Embassy Pictures Corp., All Rights Reserved"" (on print)"
1762853,Belle de jour (1967),1967,Drama,,,,"4,037,017.00","37,610,608.56","1,168,609 (Spain)",COPYRIGHT © MCMLXII BY PARIS FILM PRODUCTION ALL RIGHTS RESERVED
2438147,The Graduate (1967),1967,"Comedy, Drama, Romance",USD,"3,000,000.00","27,949,306.55","43,153.00","402,032.14","763,000 (Sweden)","© Embassy Pictures Corporation & Lawrence Turman, Inc.; 20 December 1967; LP40200 (in copyright registry)"
1755524,Barefoot in the Park (1967),1967,"Comedy, Romance",,,,"19,994,515.00","186,277,609.69",,COPYRIGHT © 1967 BY PARAMOUNT PICTURES CORPORATION ALL RIGHTS RESERVED
2446368,The Jungle Book (1967),1967,"Adventure, Animation, Family, Musical",,,,"44,645,619.00","415,938,030.52","1,790,860 (Argentina) | 27,400,000 (Germany) (2008) | 3,500,000 (Sweden)",Walt Disney Productions; 14 September 1967; LP34804 (in copyright registry)
1783029,Bonnie and Clyde (1967),1967,"Biography, Crime, Drama",USD,"2,500,000.00","23,291,088.79","50,700,000.00","472,343,280.70","986,000 (Sweden)","© Copyright MCMLXVII by Warner Bros.-Seven Arts, Inc. and Tatira-Hiller Productions All Rights Reserved"
2484054,The Taming of the Shrew (1967),1967,"Comedy, Drama, Romance",USD,"4,000,000.00","37,265,742.07","8,000,000.00","74,531,484.13",,"Copyright 1967 Columbia Pictures Industries, Inc."
1883527,Doctor Dolittle (1967),1967,"Adventure, Comedy, Family, Fantasy, Musical, Romance",USD,"18,000,000.00","167,695,839.30","9,000,000.00","83,847,919.65",,
1677258,2 ou 3 choses que je sais d'elle (1967),1967,"Comedy, Drama",,,,"101,944.00","949,754.70",,
2565487,Where Eagles Dare (1968),1968,"Action, Adventure, War",,,,"11,639,000.00","105,275,721.34","1,134,000 (Sweden)",© MCMLXVIII by Metro-Goldwyn-Mayer Inc. All rights in this Motion Picture reserved under International Conventions.
2308758,Romeo and Juliet (1968),1968,"Drama, Romance",,,,"38,901,218.00","351,864,746.62",,Copyright © 1968 Paramount Pictures Corporation
2002121,Histoires extraordinaires (1968),1968,"Horror, Mystery",,,,"7,100,000.00","64,220,089.48",,Les Films Marceau Paris - P.E.A. Rome
2263331,Planet of the Apes (1968),1968,"Adventure, Mystery, Sci-Fi",USD,"5,800,000.00","52,461,481.55","32,600,000.00","294,869,706.65",,"Copyright © MCMLXVII APJAC Productions, Inc. and Twentieth Century-Fox Film Corporation"
2310119,Rosemary's Baby (1968),1968,"Drama, Horror, Mystery",USD,"2,300,000.00","20,803,690.96","33,395,426.00","302,064,400.86","1,229,871 (Spain)",Paramount Pictures Corporation and William Castle Enterprises Inc. (1968)
2463128,The Odd Couple (1968),1968,"Comedy, Romance",,,,"44,527,234.00","402,752,528.45",,Copyright MCMXLVIII Paramount Pictures Corporation (on print); Paramount Picturess; 2 May 1968; LP36430 (in copyright registry)
1677631,2001: A Space Odyssey (1968),1968,"Adventure, Mystery, Sci-Fi",USD,"10,500,000.00","94,973,371.77","239,621.00","2,167,391.84","2,911,076 (Spain) (20 December 20002)",Metro-Goldwyn-Mayer Inc.; 3 April 1968; LP36136 (in copyright registry)
1797365,C'era una volta il West (1968),1968,"Adventure, Western",USD,"5,000,000.00","45,225,415.13","5,321,508.00","48,133,481.68","14,911,000 (France)",Copyright 1968 by Paramount Pictures Corporation (on print); Rafran Cinematografica; 20 December 1968; LF34 (in copyright registry)
1754884,Barbarella (1968),1968,"Action, Adventure, Comedy, Fantasy, Sci-Fi",USD,"9,000,000.00","81,405,747.23","613,285.00","5,547,213.74",,
2210196,Night of the Living Dead (1968),1968,Horror,USD,"114,000.00","1,031,139.46","12,000,000.00","108,540,996.31",,Public domain (16mm print)
2228754,Oliver! (1968),1968,"Crime, Drama, Family, Musical",USD,"10,000,000.00","90,450,830.26","16,800,000.00","151,957,394.84",,Copyright © MCMLXXVIII by Warwick Film Productions Limited (on print); Warwick Film Productions Limited; 1 December 1968; LP36464 (in copyright registry)
2229656,On Her Majesty's Secret Service (1969),1969,"Action, Adventure, Crime, Romance, Thriller",USD,"7,000,000.00","60,473,334.46","22,774,493.00","196,749,933.20","764,000 (Sweden)",ON HER MAJESTY'S SECRET SERVICE Copyright © 1969 Danjaq S.A.
1898814,Easy Rider (1969),1969,Drama,USD,"400,000.00","3,455,619.11","41,728,598.00","360,495,351.93","358,455 (Hungary) (1980)","Raybert Productions, Inc."
1795698,Butch Cassidy and the Sundance Kid (1969),1969,"Adventure, Biography, Crime, Western",USD,"6,000,000.00","51,834,286.68","96,700,000.00","835,395,920.35",,Copyright 1969 Campanile Productions Inc. and Twentieth Century Fox Film Corporation. Renewed 1997 Campanile Productions Inc. and Twentieth Century Fox Film Corporation.
2562421,What Ever Happened to Aunt Alice? (1969),1969,"Crime, Drama, Horror, Mystery, Thriller",,,,"78,806.00","680,808.80","574,531 (Spain) (1970)",
2518423,True Grit (1969),1969,"Adventure, Drama, Western",,,,"31,132,592.00","268,955,949.81",,COPYRIGHT © 1969 PARAMOUNT PICTURES CORPORATION; HAL B. WALLIS and JOSEPH H. HAZEN; ALL RIGHTS RESERVED
2492725,The Wild Bunch (1969),1969,Western,USD,"6,244,087.00","53,942,965.94","638,641.00","5,517,250.11",,"Warner Bros. -Seven Arts, Inc."
2172808,Midnight Cowboy (1969),1969,Drama,USD,"3,600,000.00","31,100,572.01","44,785,053.00","386,900,212.71",,Jerome Hellman Productions Inc.; 26 May 1969; LP37236 (in copyright registry)
2025172,Il conformista (1970),1970,Drama,USD,"750,000.00","6,101,022.44","13,345.00","108,557.53","324,658 (Spain) (31 August 2002)","copyright © 1970 . Mars Film Produzione, S.p.A. , Roma"
2509841,Tora! Tora! Tora! (1970),1970,"Action, Adventure, Drama, History, War",USD,"25,000,000.00","203,367,414.79","14,500,000.00","117,953,100.58",,Copyright © MCMLXX by Twentieth Century-Fox Film Corporation
1711395,Airport (1970),1970,"Drama, Thriller",USD,"10,000,000.00","81,346,965.92","100,489,150.00","817,448,746.00",,"© MCMLXIX by Universal Pictures and Ross Hunter Productions, Inc. (on print); Ross Hunter Productions; 5 March 1970; LP38968 (in copyright registry)"
1763653,Beneath the Planet of the Apes (1970),1970,"Action, Adventure, Sci-Fi",USD,"3,000,000.00","24,404,089.77","17,489,009.00","142,267,781.90",,"Copyright © MCMLXIX by APJAC Productions, Inc. and Twentieth Century-Fox Film Corporation. All Rights Reserved"
2025742,Il giardino dei Finzi Contini (1970),1970,"Drama, History, War",,,,"596,694.00","4,853,924.65",,
2487726,The Twelve Chairs (1970),1970,"Adventure, Comedy",,,,"172,215.00","1,400,916.77","433,022 (Spain) (31 August 2002)",
2145942,MASH (1970),1970,"Comedy, Drama, War",USD,"3,500,000.00","28,471,438.07","73,200,000.00","595,459,790.50","1,033,000 (Sweden)",Aspen Productions; 30 December 1969; LP37644 (in copyright registry)
2130342,Little Big Man (1970),1970,"History, Western",USD,"15,000,000.00","122,020,448.87","31,559,552.00","256,727,380.09",,Hiller Productions; 9 December 1970; LP39207 (in copyright registry)
2027057,Il rosso segno della follia (1970),1970,"Horror, Thriller",,,,"59,000,000.00","479,947,098.90","436,337 (Spain) (30 September 2002)",
2068316,Kelly's Heroes (1970),1970,"Action, Adventure, Comedy, War",,,,"13,570,000.00","110,387,832.75","1,100,000 (Sweden)",
2408389,The AristoCats (1970),1970,"Adventure, Animation, Comedy, Family, Music",USD,"4,000,000.00","32,538,786.37","17,452,658.00","141,972,077.55","1,200,000 (Sweden)",©1970 Walt Disney Productions
1941100,Five Easy Pieces (1970),1970,Drama,USD,"1,600,000.00","13,015,514.55","18,099,091.00","147,230,613.87",,"Copyright 1970 Columbia Pictures Industries, Inc."
2251761,Patton (1970),1970,"Biography, Drama, History, War",USD,"12,000,000.00","97,616,359.10","61,700,000.00","501,910,779.70",,Copyright 1969 Twentieth Century-Fox Film Corporation (on print); Twentieth Century-Fox Film Corporation; 30 December 1969; LP38179 (in copyright registry)
2316115,Sacco e Vanzetti (1971),1971,"Biography, Crime, Drama, History",,,,"1,281,200,000.00","9,869,482,266.24","1,196,825 (France) (1971) | 423,709 (Spain) (31 August 2002) | 417,446 (Spain) (1976)",1971 Unidis
1919898,Escape from the Planet of the Apes (1971),1971,"Action, Sci-Fi",USD,"2,500,000.00","19,258,277.92","12,300,000.00","94,750,727.35",,"Copyright © MCMLXXI by APJAC Productions,Inc. and Twentieth Century-Fox Film Corp. All Rights Reserved"
1685463,A Clockwork Orange (1971),1971,"Crime, Drama, Sci-Fi",USD,"2,200,000.00","16,947,284.57","26,589,355.00","204,826,075.28","5,027,172 (Spain) (20 December 2002) | 4,229,886 (Spain) | 360,941 (Sweden) | 363,297 (West Germany) (1987) | 2,500,000 (West Germany) (1972)",© Copyright MCMLXXI by Warner Bros Inc. and Polaris Productions Inc. All Rights Reserved
2338707,Shaft (1971),1971,"Action, Thriller",USD,"1,125,000.00","8,666,225.06","12,121,618.00","93,376,595.29",,"© 1971 Turner Entertainment Co., a Time Warner Company"
2434561,The French Connection (1971),1971,"Action, Crime, Thriller",USD,"1,800,000.00","13,865,960.10","51,700,000.00","398,261,187.30","344,859 (Argentina) | 243,908 (Sweden)",Copyright © MCMLXXI by Twentieth Century-Fox Film Corporation (on print); Twentieth Century-Fox Film Corp.; 7 October 1971; LP40443 (in copyright registry)
1804630,Carnal Knowledge (1971),1971,Drama,,,,"28,623,900.00","220,498,808.49",,"Copyright © 1971 by AVCO Embassy Pictures Corp. and Icarus Productions, Inc. - All Rights Reserved"
1760386,Bedknobs and Broomsticks (1971),1971,"Adventure, Family, Fantasy, Musical",USD,"20,000,000.00","154,066,223.33","838,193.00","6,456,861.50","95,027 (Sweden)",MCMLXXI Walt Disney Productions
1727413,And Now for Something Completely Different (1971),1971,Comedy,USD,"100,000.00","770,331.12","378,828.00","2,918,229.96","130,331 (Denmark) (1980) | 175,559 (Spain)",Copyright © MCMLXXI Kettledrum/Lownes Productions Ltd.
2570825,Willy Wonka & the Chocolate Factory (1971),1971,"Family, Fantasy, Musical",USD,"3,000,000.00","23,109,933.50","4,000,000.00","30,813,244.67",,"COPYRIGHT © MCMLXXI BY WOLPER PICTURES, LTD. AND THE QUAKER OATS COMPANY ALL RIGHTS RESERVED"
2164115,McCabe & Mrs. Miller (1971),1971,"Drama, Western",,,,"867,412.00","6,681,944.55","105,810 (Sweden)",© Copyright MCMLXXI by Warner Bros. Inc. All Rights Reserved (on print)
