movieid,Budget,Gross Revenue,Additional Data,Copyright,Currency
1762174,13000000,22858926,"717,200 (France) (31 December 2000) | 606,678 (France) (25 January 2000) | 564,346 (France) (18 January 2000) | 509,269 (France) (11 January 2000) | 434,071 (France) (4 January 2000) | 423,925 (Germany) (31 December 2000) | 383,808 (Germany) (31 August 2000) | 88,569 (Netherlands) (31 December 2001) | 85,245 (Netherlands) (31 December 2000) | 79,642 (Spain) (8 December 2002)","PolyGram Holding, Inc., 1999",USD
1763019,3000000,9630169,,,USD
1763083,53000000,22843047,"5,885 (Netherlands) (31 December 1999)",(1998) Touchstone Pictures,USD
1763465,15900000,70000000,,Loew's Incorporated; 18 November 1959; LP15874 (in copyright registry),USD
1763653,3000000,17489009,,"Copyright Â© MCMLXIX by APJAC Productions, Inc. and Twentieth Century-Fox Film Corporation. All Rights Reserved",USD
1763877,500000,39552600,,,USD
1765082,7000000,25651,,,USD
1765164,6000000,18621249,"19,944 (Spain) (31 August 2002) | 16,761 (Spain) (30 June 2001)",Â© 2000 Castle Rock Entertainment All rights reserved (on print),USD
1765652,19000000,25816139,,"United Artists Pictures, Inc. (1988)",USD
1766407,55000000,42610000,"179,337 (Sweden)",,USD
1766849,23000000,5750110,"442,793 (France) (4 July 1995)",,USD
1767110,500000,2047570,104 (Netherlands) (31 December 2001),Copyright Â©1999 Universal Studios All Rights Reserved (on print),USD
1768389,100000000,58220776,"24,805 (Netherlands) (31 December 2000)",,USD
1768698,18000000,114968774,"327,461 (Sweden)",Twentieth Century Fox Film Corporation,USD
1769145,15000000,4085000,,Â© 1995 Morgan Creek Productions Inc. (on print),USD
1769408,34200000,163479795,"293,437 (France) | 492,004 (Germany) (7 November 1999) (opening week) | 147,531 (Netherlands) (31 December 1999) | 963,901 (Spain)","Â© 1999 Columbia Pictures Industries, Inc.",USD
1769766,30000000,117559438,"194,602 (Netherlands) (31 December 2000) | 1,409,159 (Spain) (10 August 2002) | 1,386,897 (Spain) (25 June 2001)",,USD
1769840,4100000,11881039,"24,232 (Netherlands) (31 December 1998) | 23,743 (Netherlands) (1 January 1998)","Rysher Entertainment, Inc., 1996",USD
1770285,25000000,11100000,"163,735 (Sweden) | 490,691 (West Germany)",copyright 1986 Twentieth Century Fox Film Corporation,USD
1771528,10000000,25588750,,,USD
1772092,15000000,13427615,,,USD
1772500,20000000,70980000,"342,385 (Sweden)","Copyright Â© 1990 by Universal City Studios, Inc. All Rights Reserved (on print)",USD
1772934,23000000,752856,"376,669 (France) | 246,418 (Germany) (31 December 1991)","Road Movies Filmproduktion GmbH, Argos Films SA and Australian Film Finance Corporation Pty Limited",USD
1773358,5000000,1862805,"764,956 (France) (1992) | 410,442 (Germany) | 724,950 (Spain)",R.P. Productions,USD
1776052,45000000,70001065,"664,937 (France) (31 December 1999) | 2,001,916 (Germany) (31 December 1999) | 1,747,612 (Germany) (24 January 1999) | 1,603,450 (Germany) (10 January 1999) | 1,451,341 (Germany) (3 January 1999) | 1,000,462 (Germany) (20 December 1998) | 715,235 (Germany) (13 December 1998) | 279,794 (Germany) (6 December 1998) (opening week) | 179,237 (Netherlands) (31 December 1999) | 168,088 (Netherlands) (31 December 1998) | 1,658,686 (Spain) (26 September 2003)","New Line Productions, Inc.",USD
1776063,28000000,32868943,"2,040,068 (France) | 1,045,637 (Germany) | 173,571 (Spain) (1992) (re-release) | 1,095,881 (Spain) | 179,446 (Sweden)",copyright MCMLXXXII Blade Runner Partnership (on print),USD
1776407,35000000,26494611,"50,691 (Netherlands) (31 December 1999)",Copyright Â© MCMXCVIII New Line Cinema Corporation. All Rights Reserved. (on print),USD
1776556,2600000,119500000,,Â© Copyright MCMLXXIV by Warner Bros. Inc. (on print),USD
1776732,40000000,29374178,"11,956 (Netherlands) (31 December 2002) | 6,305 (Netherlands) (31 December 2001) | 683,854 (Spain) (31 August 2002) | 648,294 (Spain) (30 June 2001)",,USD
1776893,18000000,39321715,"136,928 (Sweden) | 267,936 (West Germany)","COPYRIGHT Â© 1987 TRI-STAR PICTURES, INC.",USD
1777297,11000000,16696219,"88,850 (Germany)",,USD
1778025,24500,4000000,,"Box Office Spectaculars, Inc. (1963)",USD
1778258,1500000,1690913,"246,367 (France) | 61,939 (Germany) | 152,851 (Spain)","Copyright Â© 1983, 1998 by River Road Productions",USD
1778411,22000000,1075288,"5,370 (Netherlands) (1 January 1998) | 16,242 (Portugal) (12 June 1997) (opening week) | 255,974 (Spain)","Blood and Wine Productions, Inc., 1996 (on print)",USD
1778536,7300,13674,,Shortfuse Films 1997 (on print),USD
1778697,1100000,11806119,"215,043 (Spain) (1988) | 29,600 (West Germany) (22 June 1988) | 21,043 (West Germany) (15 June 1988) | 230,390 (West Germany)","Â© MCMLXXXVII CANNON FILMS, INC. and CANNON INTERNATIONAL (on print)",USD
1779201,1800000,20000000,,Copyright 1966 Turner Entertainment Company,USD
1779474,2000000,10440453,,"Copyright Â© 1961 by Hal B. Wallis and Joseph H. Hazen. Renewed by Viacom International, Inc.",USD
1779757,65000000,68518533,"210,027 (Netherlands) (31 December 2000) | 155,184 (Netherlands) (31 December 1999)",,USD
1779835,6000000,7200346,"587,799 (France) (31 December 2001) | 646,966 (Germany) | 51,972 (Sweden)","Â© 1986 De Laurentiis Entertainment Group, Inc. All Rights Reserved (on print)",USD
1779868,2000000,1275999,"238,349 (France) (30 January 1996) | 54,267 (Netherlands) (31 December 1997) | 53,848 (Netherlands) (1 January 1997) | 13,519 (Portugal) (15 August 1996) | 9,160 (Portugal) (25 July 1996)",Â©1995 Miramax Film Corp. All Rights Reserved. (on print),USD
1780022,28000000,13979599,"490,757 (Germany) (5 July 1998) | 331,537 (Germany) (21 June 1998) | 209,656 (Germany) (15 June 1998) (opening week) | 576,217 (Germany) | 42,098 (Netherlands) (31 December 1998)","Copyright Â©1998 Universal City Studios, Inc. All Rights Reserved. (on print)",USD
1781274,10000000,9188150,,,USD
1781303,13000000,428868,,1993 Warner Bros.,USD
1781518,30000000,4340826,"139,277 (France) (29 October 1996)","Monarchy Enterprises and Regency Entertainment, 1996",USD
1781597,8000000,16938179,,"New Line Productions, Inc., 2000 (on print)",USD
1783029,2500000,50700000,"986,000 (Sweden)","Â© Copyright MCMLXVII by Warner Bros.-Seven Arts, Inc. and Tatira-Hiller Productions All Rights Reserved",USD
1783282,15000000,26384919,"46,696 (Netherlands) (31 December 1999) | 46,458 (Netherlands) (31 December 1998)","1997 New Line Productions, Inc. (on print)",USD
1783500,40000000,70100000,,,USD
1784206,3401376,3388020,,"Solar Films, Inc.",USD
1784877,7000000,1040879,,,USD
1785170,4500000,3798532,"158,197 (Germany) (28 February 1997) | 47,697 (Germany) (3 November 1996) | 21,607 (Netherlands) (31 December 1998) | 21,426 (Netherlands) (1 January 1998) | 5,310 (Portugal) (10 April 1997)",,USD
1785251,35000000,4496583,,Â© MCMXCII Hollywood Pictures Company (on print),USD
1785529,55000000,66365290,"479,047 (Germany) (7 November 1999) | 164,307 (Netherlands) (31 December 2000) | 65,392 (Netherlands) (31 December 1999)","Universal Studios, 1999 (on print)",USD
1786124,2000000,11533945,"17,257 (Netherlands) (31 December 2001) | 16,811 (Netherlands) (31 December 2000)",Â©1999 Copyright Twentieth Century Fox Film Corporation. All Rights Reserved. (on print),USD
1786183,16000000,20627372,"343,224 (Spain) (31 August 2002)",,USD
1786236,21000000,23450000,"390,981 (France) (4 July 1995)",Â©1995 Monarchy Enterprises B.V. (on print),USD
1786566,3000000,242623,,WingNut Films Limited,USD
1787090,72000000,75609945,"2,270,680 (Argentina) (28 November 1995) | 858,430 (France) (31 October 1995) | 2,168,142 (Germany) (31 December 1996) | 249,610 (Portugal) (18 April 1996) | 2,165,455 (Spain) (10 July 2003)","This motion picture copyright Â© 1995 B.H. Finance C.V.; screenplay copyright Â© 1994 B.H. Finance C.V.; all original music compositions copyright Â© 1995 Songicon Publishing, Inc. (ASCAP) (on print)",USD
1787149,15000000,6500000,"263,331 (Spain) (10 August 2002)",Â© 1985 Embassy International Pictures,USD
1787511,2500000,8000000,,Copyright Â© 1961 by Paramount Pictures Corporation and Jurow-Shepherd Productions (on print); Jurow-Shepherd Productions; 5 October 1961; LP20389 (in copyright registry),USD
1787525,12000000,175370,,,USD
1788621,25000000,32368960,"62,930 (Netherlands) (31 December 1999)",,USD
1789015,18000000,10977499,,,USD
1789145,10000000,68379000,"79 (Netherlands) (31 December 2001) | 256,320 (Spain) (31 August 2002)",,USD
1789259,32000000,16640210,"81,749 (Germany) | 15,115 (Netherlands) (31 December 2001) | 15,015 (Netherlands) (31 December 2000)","Paramount Pictures Corporation and Touchstone Pictures, 1999 (on print)",USD
1789269,1073000,10863,,"Copyright MCMXXXVIII . . .RKO Radio Pictures, Inc. (on print); RKO Radio Pictures, Inc.; 18 February 1938; LP7859 (in copyright registry)",USD
1789692,20000000,51249404,"49,268 (Sweden)",,USD
1789910,25000000,10114315,,,USD
1790007,50000000,70450000,"410,541 (France) (26 March 1996) | 122,982 (Netherlands) (1 January 1997) | 63,485 (Portugal) (23 May 1996)",Copyright Â© 1996 by Twentieth Century Fox Film Corporation all rights reserved (on print),USD
1790311,600000,13493,,,USD
1792281,2100000,725667,"1,901 (Germany) (19 April 1998) (opening week) | 117,272 (Norway) (28 August 1997)",,USD
1792625,1500000,2365931,"507,463 (USA) (31 December 1998) | 76,176 (UK) (31 December 1998) | 175,974 (France) (31 December 2001) | 55,584 (Germany) (31 December 1999) | 27,945 (Spain) (31 December 2001)","Cinepix Film Properties, 1997 (on print)",USD
1792713,7000000,16624456,,"Twientieth Century Fox Film Corporation, 1992",USD
1793297,7000000,50888729,,Orion Pictures Corporation,USD
1793433,25000000,21162420,,,USD
1793451,20000000,13383737,"894,134 (France) (28 February 1995) | 1,012,012 (France)",,USD
1793604,30000000,26525834,"3,323 (Netherlands) (31 December 1999)",,USD
1795631,1200000,2199853,,Cheerleader LLC,USD
1795698,6000000,96700000,,Copyright 1969 Campanile Productions Inc. and Twentieth Century Fox Film Corporation. Renewed 1997 Campanile Productions Inc. and Twentieth Century Fox Film Corporation.,USD
1797365,5000000,5321508,"14,911,000 (France)",Copyright 1968 by Paramount Pictures Corporation (on print); Rafran Cinematografica; 20 December 1968; LF34 (in copyright registry),USD
1797386,1000000,205569,,,BEF
1798275,6000000,42765000,"143,152 (Hungary) (1980) | 632,000 (Sweden)",Copyright Â© MCMLXXII by ABC Pictures Corp. and Allied Artists Pictures Corporation. All Rights Reserved. (on print),USD
1798632,6000000,3142689,,Orion Pictures Company,USD
1799339,13000000,2501113,,,USD
1801311,10000000,25339117,,Â© 1998 Global Entertainment Productions GmbH & Co. Film KG,USD
1801574,11000000,178104,,,USD
1802055,8000000,25792310,,,USD
1802677,35000000,79100000,"1,182,562 (Germany)","Copyright Â© 1991 Universal City Studios, Inc. and Amblin Entertainment, Inc.",USD
1804232,30000000,36948322,"169,279 (Germany) | 65,856 (Sweden)",,USD
1804923,1000000,1152375,,,USD
1805163,17000000,3308758,45 (Netherlands) (31 December 1998),"Copyright Â©1996 Monarchy Enterprises B.V. and Regency Entertainment (USA), Inc. All Rights Reserved. (on print)",USD
1805225,1800000,33800000,"1,540,760 (Argentina) | 1,460,913 (Spain)",COPYRIGHT Â©MCMLXXVI UNITED ARTISTS CORPORATION ALL RIGHTS RESERVED,USD
1805799,950000,1661267,"1,240,658 (Argentina) | 1,023,029 (Spain)",Turner Entertainment Co.(renewal),USD
1806151,52000000,42438300,"1,364,638 (France) (16 April 1996) | 530,204 (Germany) (20 January 1997) | 528,921 (Germany) (31 December 1996) | 126,540 (Netherlands) (31 December 1997) | 126,427 (Netherlands) (1 January 1997) | 181,323 (Portugal) (18 April 1996)","Â© 1995 Universal City Studios, Inc. and Syalis Droits Audiovisuels",USD
1806217,50000000,100328194,"450,000 (Austria) | 86,067 (Belgium) | 1,777,946 (France) (28 November 1995) | 193,000 (Israel)","Copyright Â© 1995 Universal City Studios, Inc. and Amblin Entertainment, Inc. All rights reserved. [on Screen]",USD
1806845,18000000,5694940,"241,620 (Sweden)",RKO Pictures & Universal Pictures,USD
1806896,3000000,17570324,,"Copyright 1958 Loew's Inc. and Avon Productions, Inc. (on print); Loew's Inc. & Avon Productions, Inc.; 12 August 1958; LP11871 (in copyright registry)",USD
1806914,7000000,13086000,"45,536 (Germany)",Famous Films Productions N.V.,USD
1807444,32000000,3562749,,Turner Pictures Worldwide,USD
1807863,1180280,8000000,,Fox Film Corporation; 4 January 1933; LP3666 (in copyright registry),USD
1808298,10000000,1276984,"49,828 (France) (15 August 2000) | 35,390 (France) (8 August 2000) | 45,576 (Spain) (10 August 2002) | 44,397 (Spain) (25 June 2001)",Â© 2000 Arctic Productions LLC,USD
1808524,12000000,5032496,"135,255 (Germany) (18 April 1999) | 67,049 (Germany) (11 April 1999) | 13,078 (Netherlands) (31 December 2000) | 9,232 (Netherlands) (31 December 1999) | 661,749 (Spain) (15 April 2003)","1998 Magnolia Productions, Inc. and Sweetland Films B.V. (on print)",USD
1809047,18000000,17174870,"23,597 (Spain) (10 August 2002) | 23,231 (Spain) (25 June 2001)",,USD
1809149,2900000,5595428,"1,119,681 (Brazil) (23 July 1998) | 1,109,976 (Brazil) (16 July 1998) | 1,100,805 (Brazil) (9 July 1998) | 573,452 (France) (1999) | 55,419 (Netherlands) (31 December 2000) | 53,419 (Netherlands) (31 December 1999)",,USD
1809864,300000,1652472,"435,196 (France) (28 May 1996) | 39,605 (Netherlands) (31 December 1997) | 30,077 (Netherlands) (1 January 1997)",Â© vertigo productions - france 2 cinÃ©ma - 1996,USD
1809984,50000000,20550712,"402,918 (France) (31 December 1996) | 278,243 (Germany) (1 December 1996) | 69,876 (Netherlands) (31 December 1997) | 68,481 (Netherlands) (1 January 1997) | 56,791 (Portugal) (19 December 1996) | 48,715 (Portugal) (12 December 1996) | 30,467 (Portugal) (5 December 1996) | 540,725 (Spain)",,USD
1810092,10000000,306715,,,USD
1811626,4000000,59420,"410,075 (Spain)","MCMLXIII by Universal Pictures Company, Inc. and Stanley Donen Films, Inc. All Rights Reserved",USD
1811722,5500000,55593332,,"Enigma Productions, Limited",USD
1812490,250000,12006514,"2,564,423 (USA) | 151,185 (UK) | 64,063 (Germany) | 6,822 (Netherlands) (31 December 1999) | 6,689 (Netherlands) (31 December 1998) | 234,642 (Spain) (31 August 2002) | 234,484 (Spain)","Â© 1996 Too Askew Productions, Inc. and Miramax, Inc.",USD
1813663,5000000,8153677,,,USD
1815267,42000000,106793915,"1,977,920 (Germany) (31 December 2000) | 158,163 (Netherlands) (31 December 2001) | 153,153 (Netherlands) (31 December 2000) | 1,375,872 (Spain) (10 August 2002) | 1,347,113 (Spain) (25 June 2001)","Â©2000 DreamWorks LLC, Aardman Chicken Run Limited and PathÃ© Image",USD
1815901,9000000,32842703,,"United Artists Pictures, Inc. (1988)",USD
1815914,13000000,28501605,,Universal City Studios,USD
1815915,13000000,9673095,,,USD
1816171,800000,14568989,,,USD
1816175,900000,4983565,,,USD
1816379,70000000,11227940,"4,867 (Netherlands) (31 December 2001)","Â© 1999 Morgan Creek Productions, Inc. (on print)",USD
1816691,6000000,30000000,,Copyright Â©1974 by Long Road Productions. (on print); Long Road Productions; 20 June 1974; LP43628 (in copyright registry),USD
1818342,9700000,21200000,,Copyright c 1983 Columbia Pictures Industries Inc.,USD
1818562,27000000,71320000,"76,988 (Sweden)",This Motion Picture Â© 1989 Warner Bros. Inc.,USD
1819155,250000,1050600,,"Miguel Arteta/Matthew Greenfield & Blow Up Pictures, LLC., 2000 (on print)",USD
1820400,2900000,34101149,,Walt Disney Productions; 4 November 1949; LP2819 (in copyright registry),USD
1821599,686033,1140769,"634,665 (Spain)","Â© RKO Radio Pictures, Inc.; 1 May 1941; LP10457 (in copyright registry)",USD
1821619,3000000,153155,,,USD
1821739,40000000,20200000,"22,658 (Netherlands) (31 December 1997) | 22,642 (Netherlands) (1 January 1997)",,USD
1821769,1500000,19181,,Â© Charles Chaplin; 1 February 1931; LP2034 (in copyright registry),USD
1821852,55000000,78745923,"690,573 (Brazil) (9 July 1998) | 2,235,774 (Germany) (13 September 1998) | 2,099,263 (Germany) (6 September 1998) | 1,689,070 (Germany) (23 August 1998) | 1,406,060 (Germany) (16 August 1998) | 1,165,857 (Germany) (9 August 1998) | 356,218 (Germany) (26 July 1998) | 217,071 (Netherlands) (31 December 1999) | 216,837 (Netherlands) (31 December 1998) | 290,000 (Portugal)",,USD
1821917,8000000,1495332,"11,053 (Germany) (1 June 1998) (opening week) | 3,019 (Netherlands) (1 January 1998)","Largo Entertainment, Inc.",USD
1823008,8000000,1789892,,,USD
1823223,45000000,122012710,"934,080 (France) (29 November 1994) | 245,538 (Sweden)",Paramount Pictures Corporation,USD
1823361,230000,3151130,"214,319 (Spain)","Â© 1994 View Askew Productions, Inc. (on print)",USD
1823486,65000000,84049211,"392,670 (Sweden)",Cliffhanger B.V.,USD
1823740,25000000,13040603,"23,832 (Netherlands) (31 December 1997) | 23,776 (Netherlands) (1 January 1997)","Â© 1995, Universal City Studios, Inc.",USD
1823865,19400870,15693175,"3,094,000 (France) | 448,118 (Sweden)","Copyright Â©1977. 1980 Columbia Pictures Industries, Inc. All Rights Reserved",USD
1824605,1000000,12598,,,USD
1824615,15000000,14643997,,Copyright Â© MCMLXXXV by Paramount Pictures Corporation. All Rights Reserved. (on print),USD
1824623,12000000,49403013,"85,953 (Netherlands) (1 January 1997) | 86,080 (Netherlands) | 29,135 (Portugal) (4 April 1996) | 76,605 (Spain)",,USD
1827008,40000000,19726050,"64,505 (Sweden)",,USD
1828716,5000000,488419,,"Universal City Studios, Inc., 1996",USD
1829882,75000000,101087161,"994,244 (France) (30 September 1997) | 705,405 (France) (2 September 1997) | 445,465 (France) (opening week) | 2,524,901 (Germany) (11 August 1997) | 2,490,445 (Germany) (4 August 1997) | 2,421,262 (Germany) (28 July 1997) | 2,323,311 (Germany) (21 July 1997) | 2,159,780 (Germany) (14 July 1997) | 1,990,862 (Germany) (7 July 1997) | 1,692,859 (Germany) (30 June 1997) | 1,195,430 (Germany) (23 June 1997) | 563,562 (Germany) (opening week) | 397,700 (Netherlands) (1 January 1998) | 181,404 (Portugal) (21 August 1997) | 175,997 (Portugal) (14 August 1997) | 170,590 (Portugal) (7 August 1997) | 158,833 (Portugal) (31 July 1997) | 148,415 (Portugal) (24 July 1997) | 131,442 (Portugal) (17 July 1997) | 106,862 (Portugal) (10 July 1997) | 68,394 (Portugal) (3 July 1997) (opening week)","Touchstone Pictures and Jerry Bruckheimer, Inc.",USD
